"survey_date","survey_state","ID_GBIP","gender","age_cat","income_level","religion","education_level","jati","turnout","turnout_14","PC_vote_choice","PC_vote_choice_14","Source","weeks"
"2019-03-09","(33) Tamil Nadu 33","122.164.129.144","(2) Female 2","(24-34]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",11
"2019-05-17","(33) Tamil Nadu 33","122.164.13.252","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"NDA","UPA","AMechTurk",1
"2019-03-14","(33) Tamil Nadu 33","122.164.130.75","(2) Female 2","(24-34]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"NDA","NDA","AMechTurk",10
"2019-03-21","(33) Tamil Nadu 33","122.164.130.79","(1) Male 1","(34-44]","(01) Less than ₹60,000 01","(3) Christian 3","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"Aam Aadmi Party","UPA","AMechTurk",9
"2019-03-29","(33) Tamil Nadu 33","122.164.133.70","(1) Male 1","(24-34]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",8
"2019-03-26","(33) Tamil Nadu 33","122.164.137.65","(1) Male 1","(34-44]","(01) Less than ₹60,000 01","(3) Christian 3","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"UPA","UPA","AMechTurk",8
"2019-04-25","(33) Tamil Nadu 33","122.164.137.76","(1) Male 1","(34-44]","(05) ₹2,40,000 - ₹5,99,999 05","(3) Christian 3","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"UPA","UPA","AMechTurk",4
"2019-04-25","(33) Tamil Nadu 33","122.164.142.85","(2) Female 2","(44-54]","(05) ₹2,40,000 - ₹5,99,999 05","(3) Christian 3","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"UPA","UPA","AMechTurk",4
"2019-03-23","(33) Tamil Nadu 33","122.164.143.135","(1) Male 1","(34-44]","(01) Less than ₹60,000 01","(3) Christian 3","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"UPA","UPA","AMechTurk",9
"2019-03-21","(33) Tamil Nadu 33","122.164.146.75","(1) Male 1","(44-54]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",NA,1,"NDA","NDA","AMechTurk",9
"2019-03-08","(33) Tamil Nadu 33","122.164.148.168","(2) Female 2","(54-64]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,NA,"Independent Candidate",NA,"AMechTurk",11
"2019-03-06","(33) Tamil Nadu 33","122.164.149.158","(2) Female 2","(24-34]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,NA,"NDA",NA,"AMechTurk",11
"2019-03-26","(33) Tamil Nadu 33","122.164.150.201","(2) Female 2","(44-54]","(05) ₹2,40,000 - ₹5,99,999 05","(3) Christian 3","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"NDA","UPA","AMechTurk",8
"2019-03-04","(33) Tamil Nadu 33","122.164.154.95","(2) Female 2","(34-44]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,NA,"NDA",NA,"AMechTurk",11
"2019-05-16","(33) Tamil Nadu 33","122.164.159.222","(2) Female 2","(44-54]","(05) ₹2,40,000 - ₹5,99,999 05","(3) Christian 3","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"UPA","UPA","AMechTurk",1
"2019-03-23","(33) Tamil Nadu 33","122.164.16.102","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,1,"NDA","NDA","AMechTurk",9
"2019-04-04","(33) Tamil Nadu 33","122.164.16.126","(2) Female 2","(34-44]","(02) ₹60,000 - ₹89,999 02","(3) Christian 3","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"UPA","NDA","AMechTurk",7
"2019-03-27","(33) Tamil Nadu 33","122.164.16.192","(1) Male 1","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(5) Scheduled Tribes (ST) 5",1,1,"UPA","UPA","AMechTurk",8
"2019-03-29","(33) Tamil Nadu 33","122.164.16.202","(2) Female 2","(34-44]","(01) Less than ₹60,000 01","(1) Hindu 1","(03) Middle or Secondary 03","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",8
"2019-03-12","(32) Kerala 32","122.164.16.32","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(3) Christian 3","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",NA,NA,NA,NA,"AMechTurk",10
"2019-03-29","(33) Tamil Nadu 33","122.164.16.40","(2) Female 2","(34-44]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,1,1,"UPA","UPA","AMechTurk",8
"2019-03-04","(33) Tamil Nadu 33","122.164.16.71","(1) Male 1","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,NA,"UPA",NA,"AMechTurk",11
"2019-02-25","(33) Tamil Nadu 33","122.164.17.116","(2) Female 2","(17-24]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",NA,NA,NA,NA,"AMechTurk",12
"2019-03-16","(33) Tamil Nadu 33","122.164.17.118","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"Aam Aadmi Party","NDA","AMechTurk",10
"2019-05-10","(33) Tamil Nadu 33","122.164.17.12","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(2) Muslim 2"," (04) Higher Secondary 04","(1) Brahmin 1",1,1,"Aam Aadmi Party","NDA","AMechTurk",2
"2019-02-26",NA,"122.164.17.146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMechTurk",12
"2019-03-16","(32) Kerala 32","122.164.17.152","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(3) Christian 3","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"NDA","NDA","AMechTurk",10
"2019-03-19","(33) Tamil Nadu 33","122.164.17.169","(2) Female 2","(24-34]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"UPA","UPA","AMechTurk",9
"2019-05-11","(33) Tamil Nadu 33","122.164.17.240","(2) Female 2","(17-24]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"UPA","UPA","AMechTurk",2
"2019-03-15","(32) Kerala 32","122.164.17.36","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,1,"NDA","NDA","AMechTurk",10
"2019-03-04","(33) Tamil Nadu 33","122.164.17.83","(1) Male 1","(34-44]","(01) Less than ₹60,000 01","(3) Christian 3","(05) Some Graduate or Higher 05",NA,1,NA,"UPA",NA,"AMechTurk",11
"2019-03-04","(33) Tamil Nadu 33","122.164.17.83","(1) Male 1","(24-34]","(01) Less than ₹60,000 01","(3) Christian 3","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,NA,"UPA",NA,"AMechTurk",11
"2019-03-10","(33) Tamil Nadu 33","122.164.17.92","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,0,1,"Tamil Nadu Makkal Congress","Tamil Nadu Makkal Congress","AMechTurk",11
"2019-02-28","(33) Tamil Nadu 33","122.164.170.65","(2) Female 2","(44-54]","(06) ₹6,00,000 and over 06","(3) Christian 3","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,NA,"NDA",NA,"AMechTurk",12
"2019-03-09","(33) Tamil Nadu 33","122.164.171.198","(1) Male 1","(34-44]","(05) ₹2,40,000 - ₹5,99,999 05","(3) Christian 3","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"UPA","UPA","AMechTurk",11
"2019-04-02","(33) Tamil Nadu 33","122.164.176.80","(2) Female 2","(24-34]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,1,"NDA","NDA","AMechTurk",7
"2019-03-27","(33) Tamil Nadu 33","122.164.176.80","(2) Female 2","(34-44]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1"," (04) Higher Secondary 04","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",8
"2019-03-04","(33) Tamil Nadu 33","122.164.180.176","(2) Female 2","(24-34]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,NA,"NDA",NA,"AMechTurk",11
"2019-02-24","(33) Tamil Nadu 33","122.164.180.176","(2) Female 2","(24-34]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,NA,"NDA",NA,"AMechTurk",13
"2019-02-23","(33) Tamil Nadu 33","122.164.180.230","(2) Female 2","(44-54]","(06) ₹6,00,000 and over 06","(3) Christian 3","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,NA,"NDA",NA,"AMechTurk",13
"2019-05-10","(33) Tamil Nadu 33","122.164.180.31","(2) Female 2","(54-64]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",2
"2019-04-12","(33) Tamil Nadu 33","122.164.19.178","(2) Female 2",NA,"(02) ₹60,000 - ₹89,999 02","(7) Other 7","(05) Some Graduate or Higher 05","(4) Scheduled Castes (SC) 4",1,1,"Social Democratic Party of India","UPA","AMechTurk",6
"2019-05-16","(33) Tamil Nadu 33","122.164.19.219","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,1,"NDA","NDA","AMechTurk",1
"2019-03-23","(33) Tamil Nadu 33","122.164.19.222","(1) Male 1","(24-34]","(01) Less than ₹60,000 01","(7) Other 7","(05) Some Graduate or Higher 05","(6) Others 6",0,1,"UPA","Independent Candidate","AMechTurk",9
"2019-04-04","(33) Tamil Nadu 33","122.164.19.232","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(5) Scheduled Tribes (ST) 5",1,1,"UPA","UPA","AMechTurk",7
"2019-03-23","(33) Tamil Nadu 33","122.164.19.242","(2) Female 2","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"NDA","UPA","AMechTurk",9
"2019-03-13","(33) Tamil Nadu 33","122.164.190.51","(1) Male 1","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1"," (04) Higher Secondary 04","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",10
"2019-03-27","(33) Tamil Nadu 33","122.164.20.106","(1) Male 1","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,1,1,"UPA","UPA","AMechTurk",8
"2019-03-29","(33) Tamil Nadu 33","122.164.20.106","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"UPA","UPA","AMechTurk",8
"2019-05-17","(33) Tamil Nadu 33","122.164.20.116","(2) Female 2","(24-34]","(05) ₹2,40,000 - ₹5,99,999 05","(3) Christian 3","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"NDA","NDA","AMechTurk",1
"2019-03-23","(33) Tamil Nadu 33","122.164.20.24","(1) Male 1","(24-34]","(01) Less than ₹60,000 01","(7) Other 7","(05) Some Graduate or Higher 05","(6) Others 6",0,1,"UPA","Independent Candidate","AMechTurk",9
"2019-04-02","(32) Kerala 32","122.164.20.31","(2) Female 2","(24-34]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"NDA","NDA","SubjectPool",7
"2019-03-23","(33) Tamil Nadu 33","122.164.20.4","(1) Male 1","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(2) Muslim 2","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"UPA","Aam Aadmi Party","AMechTurk",9
"2019-03-23","(33) Tamil Nadu 33","122.164.20.66","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"UPA","NDA","AMechTurk",9
"2019-03-13","(33) Tamil Nadu 33","122.164.20.9","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,1,"NDA","NDA","AMechTurk",10
"2019-04-03","(32) Kerala 32","122.164.200.144","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(3) Christian 3","(05) Some Graduate or Higher 05","(5) Scheduled Tribes (ST) 5",1,1,"NDA","Independent Candidate","AMechTurk",7
"2019-05-11","(33) Tamil Nadu 33","122.164.200.215","(2) Female 2","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"UPA","UPA","AMechTurk",2
"2019-03-17","(33) Tamil Nadu 33","122.164.200.38","(2) Female 2","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"UPA","UPA","AMechTurk",10
"2019-04-12","(33) Tamil Nadu 33","122.164.200.50","(2) Female 2","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"UPA","UPA","AMechTurk",6
"2019-04-04","(33) Tamil Nadu 33","122.164.200.63","(1) Male 1","(34-44]","(01) Less than ₹60,000 01","(3) Christian 3","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"NDA","NDA","AMechTurk",7
"2019-04-30","(33) Tamil Nadu 33","122.164.201.107","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,1,"NDA","NDA","AMechTurk",3
"2019-04-30","(33) Tamil Nadu 33","122.164.201.187","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"Independent Candidate","Independent Candidate","AMechTurk",3
"2019-03-24","(33) Tamil Nadu 33","122.164.201.232","(1) Male 1","(24-34]","(01) Less than ₹60,000 01","(3) Christian 3","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"NDA","NDA","AMechTurk",9
"2019-03-24","(33) Tamil Nadu 33","122.164.201.232","(1) Male 1","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"NDA","NDA","AMechTurk",9
"2019-03-12","(33) Tamil Nadu 33","122.164.201.239","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,1,"NDA","NDA","AMechTurk",10
"2019-03-04","(33) Tamil Nadu 33","122.164.201.247","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,1,NA,NA,NA,"AMechTurk",11
"2019-04-01","(33) Tamil Nadu 33","122.164.201.47","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"UPA","UPA","AMechTurk",7
"2019-04-16","(32) Kerala 32","122.164.201.64","(2) Female 2","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,1,1,"NDA","NDA","AMechTurk",5
"2019-03-10","(32) Kerala 32","122.164.202.110","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(3) Christian 3","(05) Some Graduate or Higher 05","(4) Scheduled Castes (SC) 4",1,1,"Independent Candidate","Welfare Party of India","AMechTurk",11
"2019-04-08","(32) Kerala 32","122.164.202.116","(2) Female 2","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(2) Muslim 2","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"UPA","UPA","AMechTurk",6
"2019-04-08","(32) Kerala 32","122.164.202.118","(2) Female 2","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"UPA","UPA","AMechTurk",6
"2019-04-08","(33) Tamil Nadu 33","122.164.202.126","(2) Female 2","(17-24]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"UPA","UPA","AMechTurk",6
"2019-03-08","(33) Tamil Nadu 33","122.164.202.230","(1) Male 1","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,NA,"UPA",NA,"AMechTurk",11
"2019-03-08","(33) Tamil Nadu 33","122.164.202.251","(1) Male 1","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",NA,NA,"NDA",NA,"AMechTurk",11
"2019-03-08","(33) Tamil Nadu 33","122.164.202.68","(2) Female 2","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,NA,"UPA",NA,"AMechTurk",11
"2019-04-25","(33) Tamil Nadu 33","122.164.202.80","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"UPA","UPA","AMechTurk",4
"2019-04-03","(33) Tamil Nadu 33","122.164.203.146","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"UPA","UPA","AMechTurk",7
"2019-05-17","(33) Tamil Nadu 33","122.164.203.230","(2) Female 2","(24-34]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"NDA","NDA","AMechTurk",1
"2019-03-08","(33) Tamil Nadu 33","122.164.203.69","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(4) Scheduled Castes (SC) 4",1,NA,"NDA",NA,"AMechTurk",11
"2019-03-08","(33) Tamil Nadu 33","122.164.203.73","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",NA,NA,"NDA",NA,"AMechTurk",11
"2019-04-12","(32) Kerala 32","122.164.204.101","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"Welfare Party of India","Independent Candidate","AMechTurk",6
"2019-05-10","(32) Kerala 32","122.164.204.104","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(3) Christian 3","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"UPA","UPA","AMechTurk",2
"2019-05-10","(33) Tamil Nadu 33","122.164.204.146","(2) Female 2","(24-34]","(06) ₹6,00,000 and over 06","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",2
"2019-04-25","(33) Tamil Nadu 33","122.164.204.151","(1) Male 1","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","UPA","AMechTurk",4
"2019-03-16","(33) Tamil Nadu 33","122.164.204.157","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,NA,1,"UPA","NDA","AMechTurk",10
"2019-04-16","(32) Kerala 32","122.164.204.174","(2) Female 2","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"UPA","UPA","AMechTurk",5
"2019-05-01",NA,"122.164.204.235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMechTurk",3
"2019-04-30","(33) Tamil Nadu 33","122.164.204.61","(1) Male 1","(24-34]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",3
"2019-03-26","(32) Kerala 32","122.164.204.64","(1) Male 1","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"Independent Candidate","NDA","AMechTurk",8
"2019-04-12","(32) Kerala 32","122.164.205.112","(1) Male 1","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(02) Primary or Lower 02","(4) Scheduled Castes (SC) 4",1,1,"UPA","Social Democratic Party of India","AMechTurk",6
"2019-04-30","(33) Tamil Nadu 33","122.164.205.123","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"UPA","UPA","AMechTurk",3
"2019-02-25","(33) Tamil Nadu 33","122.164.205.133","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,NA,"UPA",NA,"AMechTurk",12
"2019-04-01","(33) Tamil Nadu 33","122.164.205.135","(2) Female 2","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,1,1,"UPA","UPA","AMechTurk",7
"2019-04-17","(33) Tamil Nadu 33","122.164.205.193","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","Aam Aadmi Party","AMechTurk",5
"2019-04-09","(33) Tamil Nadu 33","122.164.205.241","(2) Female 2","(34-44]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(5) Scheduled Tribes (ST) 5",1,1,"UPA","UPA","AMechTurk",6
"2019-03-12","(33) Tamil Nadu 33","122.164.205.246","(1) Male 1","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,1,"NDA","NDA","AMechTurk",10
"2019-04-02","(33) Tamil Nadu 33","122.164.205.3","(2) Female 2","(17-24]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,1,1,"NDA","NDA","AMechTurk",7
"2019-04-02","(33) Tamil Nadu 33","122.164.205.30","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(2) Muslim 2","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",7
"2019-04-12","(33) Tamil Nadu 33","122.164.208.129","(2) Female 2",NA,"(02) ₹60,000 - ₹89,999 02","(4) Sikh 4","(02) Primary or Lower 02","(2) Forward/General (except Brahmin) 2",1,1,"NDA","NDA","AMechTurk",6
"2019-03-05","(33) Tamil Nadu 33","122.164.208.141","(1) Male 1","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,NA,"UPA",NA,"AMechTurk",11
"2019-04-01","(33) Tamil Nadu 33","122.164.208.146","(2) Female 2","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",7
"2019-04-02","(33) Tamil Nadu 33","122.164.208.146","(2) Female 2","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",7
"2019-03-11","(33) Tamil Nadu 33","122.164.208.150","(2) Female 2","(17-24]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,1,1,"UPA",NA,"AMechTurk",10
"2019-03-29","(32) Kerala 32","122.164.208.164","(2) Female 2","(24-34]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(4) Scheduled Castes (SC) 4",NA,1,"NDA","NDA","AMechTurk",8
"2019-03-29","(33) Tamil Nadu 33","122.164.208.171","(2) Female 2","(24-34]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"NDA","NDA","AMechTurk",8
"2019-04-01","(33) Tamil Nadu 33","122.164.208.18","(2) Female 2","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",7
"2019-04-02","(33) Tamil Nadu 33","122.164.208.18","(2) Female 2","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",7
"2019-03-26","(33) Tamil Nadu 33","122.164.208.195","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"UPA","UPA","AMechTurk",8
"2019-04-01","(33) Tamil Nadu 33","122.164.208.203","(2) Female 2","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"UPA","NDA","AMechTurk",7
"2019-04-25","(32) Kerala 32","122.164.208.206","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(5) Buddhist 5","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"UPA","UPA","AMechTurk",4
"2019-05-10","(32) Kerala 32","122.164.208.214","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"UPA","NDA","AMechTurk",2
"2019-03-23","(33) Tamil Nadu 33","122.164.208.220","(2) Female 2",NA,"(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,1,"Independent Candidate","Independent Candidate","AMechTurk",9
