"survey_date","survey_state","ID_GBIP","gender","age_cat","income_level","religion","education_level","jati","turnout","turnout_14","PC_vote_choice","PC_vote_choice_14","Source"
"2019-03-09","Delhi","122.177.154.99","Male","(17-24]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes","Yes","Aam Aadmi Party","Aam Aadmi Party","SubjectPool"
"2019-03-09","West Bengal","42.110.145.21","Female","(24-34]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Not sure at this point in time","No",NA,NA,"SubjectPool"
"2019-03-09","Punjab","202.142.71.19","Male","(17-24]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"Independent Candidate",NA,"SubjectPool"
"2019-03-09","Bihar","27.60.215.81","Male","(24-34]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes","Yes","India National Congress","Bharatiya Janata Party","SubjectPool"
"2019-03-09","Gujarat","203.194.101.95","Male","(34-44]","₹2,40,000 - ₹5,99,999","Jainism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes","Yes","Bharatiya Janata Party","Bharatiya Janata Party","SubjectPool"
"2019-03-09","Maharashtra","103.48.101.71","Male","(24-34]","₹6,00,000 and over","Other","(05) Some Graduate or Higher 05",NA,"Yes","Yes","Bharatiya Janata Party","Bharatiya Janata Party","SubjectPool"
"2019-03-09",NA,"47.247.27.24","",NA,"","",NA,NA,NA,NA,NA,NA,"SubjectPool"
"2019-03-09","Uttar Pradesh","47.31.95.156","Male","(17-24]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes","Yes","Bharatiya Janata Party","Bharatiya Janata Party","SubjectPool"
"2019-03-09","Haryana","223.226.76.215","Female","(24-34]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Not sure at this point in time","No","Aam Aadmi Party",NA,"SubjectPool"
"2019-03-09","Andra Pradesh","106.206.55.170","Male","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes","Yes","Bharatiya Janata Party","Bharatiya Janata Party","SubjectPool"
"2019-03-09","Delhi","122.161.11.133","Female","(34-44]","₹6,00,000 and over","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,NA,NA,"SubjectPool"
"2019-03-09","Bihar","47.29.16.52","Female","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes","Yes","Bharatiya Janata Party","Bharatiya Janata Party","SubjectPool"
"2019-03-09","Uttar Pradesh","171.76.155.127","Male","(17-24]","₹6,00,000 and over","Hinduism"," (04) Higher Secondary 04","(6) Others 6","Yes",NA,"Aam Aadmi Party",NA,"SubjectPool"
"2019-03-09","Maharashtra","59.95.81.16","Female","(24-34]","₹90,000 - ₹1,19,999","Jainism","(05) Some Graduate or Higher 05",NA,"Yes","No","Bharatiya Janata Party",NA,"SubjectPool"
"2019-03-09","Madya Pradesh","14.139.208.18","Male","(24-34]","₹1,20,000 - ₹2,39,999","Islam","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,NA,NA,"SubjectPool"
"2019-03-09","Uttar Pradesh","58.84.63.82","Male","(17-24]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes","Yes","Bharatiya Janata Party","Bharatiya Janata Party","SubjectPool"
"2019-03-09","West Bengal","47.15.168.52","Male","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes","Yes","Independent Candidate","Independent Candidate","SubjectPool"
"2019-03-09","Andra Pradesh","157.47.54.109","Male","(17-24]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes","Yes","Telugu Desam Party","Telugu Desam Party","SubjectPool"
"2019-03-09","Gujarat","103.195.203.187","Male","(24-34]","₹60,000 - ₹89,999","Jainism","(05) Some Graduate or Higher 05","(6) Others 6","Not sure at this point in time","Yes","Bharatiya Janata Party","Bharatiya Janata Party","SubjectPool"
"2019-03-09","Maharashtra","157.33.132.39","Female","(24-34]","₹90,000 - ₹1,19,999","Sikhism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Not sure at this point in time",NA,"Bharatiya Janata Party",NA,"SubjectPool"
"2019-03-09","Telangana","157.47.25.190","Male","(24-34]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes","Yes","Telangana Rashtra Samithi","Telangana Rashtra Samithi","SubjectPool"
"2019-03-09","Bihar","47.30.169.245","Male","(24-34]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"India National Congress",NA,"SubjectPool"
"2019-03-09","Uttar Pradesh","106.198.221.111","Female","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes","Yes","India National Congress","Bharatiya Janata Party","SubjectPool"
"2019-03-09","Maharashtra","106.209.164.6","Male","(24-34]","₹6,00,000 and over","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,NA,NA,"SubjectPool"
"2019-03-09","Madya Pradesh","47.247.91.37","Male","(17-24]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Bharatiya Janata Party",NA,"SubjectPool"
"2019-03-09","Jammu and Kashmir","110.225.37.74","Male","(17-24]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,NA,NA,"SubjectPool"
"2019-03-09","Assam","47.29.234.50","Male","(44-54]","₹6,00,000 and over","Other","(05) Some Graduate or Higher 05","(6) Others 6","Yes","No","India National Congress",NA,"SubjectPool"
"2019-03-09","Bihar","103.13.106.140","Male","(17-24]","₹6,00,000 and over","Islam","(05) Some Graduate or Higher 05","(6) Others 6","Yes","Yes","Aam Aadmi Party","Aam Aadmi Party","SubjectPool"
"2019-03-09","Delhi","106.223.185.17","Female","(24-34]","₹2,40,000 - ₹5,99,999","Other","(05) Some Graduate or Higher 05","(6) Others 6","Not sure at this point in time","No","Aam Aadmi Party",NA,"SubjectPool"
"2019-03-09","Delhi","106.67.102.229","Female","(17-24]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,NA,NA,"SubjectPool"
"2019-03-09","Uttar Pradesh","47.8.255.54","Female","(54-64]","₹60,000 - ₹89,999","Islam","(05) Some Graduate or Higher 05","(6) Others 6","Not sure at this point in time","Yes","India National Congress","India National Congress","SubjectPool"
"2019-03-09","Uttar Pradesh","59.177.12.102","Male","(34-44]","₹6,00,000 and over","Islam","(05) Some Graduate or Higher 05",NA,"Yes","Yes","Aam Aadmi Party","Aam Aadmi Party","SubjectPool"
"2019-03-09","Gujarat","157.32.83.26","Male","(24-34]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes","Yes","India National Congress","Bharatiya Janata Party","SubjectPool"
"2019-03-09","Tripura","14.139.69.35","Male","(17-24]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Not sure at this point in time",NA,"Communist Party of India (Marxist)",NA,"SubjectPool"
"2019-03-09","Nagaland","103.77.238.40","Female","(34-44]","₹6,00,000 and over","Christianity","(05) Some Graduate or Higher 05","(6) Others 6","Yes","Yes","India National Congress","Bharatiya Janata Party","SubjectPool"
"2019-03-09","Rajasthan","1.39.232.99","Male","(24-34]","₹2,40,000 - ₹5,99,999","Jainism","(05) Some Graduate or Higher 05",NA,"Yes","Yes","Communist Party of India (Marxist)","Communist Party of India (Marxist)","SubjectPool"
"2019-03-09","West Bengal","45.250.59.204","Female","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,NA,NA,"SubjectPool"
"2019-03-09","Uttarakhand","59.94.229.10","Male","(34-44]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes","Yes","Bharatiya Janata Party","Bharatiya Janata Party","SubjectPool"
"2019-03-09","Punjab","27.7.235.98","Male","(17-24]","₹1,20,000 - ₹2,39,999","Sikhism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes","Yes","Aam Aadmi Party","Aam Aadmi Party","SubjectPool"
"2019-03-09","Assam","47.29.141.124","Male","(17-24]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes","Yes","Bharatiya Janata Party","Bharatiya Janata Party","SubjectPool"
"2019-03-09","Gujarat","49.32.22.105","Female","(24-34]","₹1,20,000 - ₹2,39,999","Jainism","(05) Some Graduate or Higher 05",NA,"Yes","Yes","Bharatiya Janata Party","Bharatiya Janata Party","SubjectPool"
"2019-03-09","Uttar Pradesh","182.69.228.72","Male","(24-34]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes","No","Bharatiya Janata Party",NA,"SubjectPool"
"2019-03-09","Maharashtra","42.108.225.253","Female","(17-24]","₹90,000 - ₹1,19,999","Islam","(05) Some Graduate or Higher 05","(6) Others 6","Not sure at this point in time","No","India National Congress",NA,"SubjectPool"
"2019-03-09","Rajasthan","223.188.190.188","Male","(24-34]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes","Yes",NA,NA,"SubjectPool"
"2019-03-09","Orissa","223.176.118.234","Male","(17-24]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes","Yes","Bharatiya Janata Party","Biju Janata Dal","SubjectPool"
"2019-03-09","Bihar","27.61.95.187","Male","(34-44]","₹6,00,000 and over","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes","Yes",NA,NA,"SubjectPool"
"2019-03-09","Assam","223.176.15.78","Female","(34-44]","₹6,00,000 and over","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes","No","Bharatiya Janata Party",NA,"SubjectPool"
"2019-03-09","Gujarat","157.32.62.125","Male","(24-34]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes","Yes","Aam Aadmi Party","Bharatiya Janata Party","SubjectPool"
"2019-03-09","Andra Pradesh","223.238.76.86","Female","(24-34]","Less than ₹60,000","Islam","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes","Yes","YSR Congress Party","YSR Congress Party","SubjectPool"
"2019-03-09","Maharashtra","157.33.217.255","Female","(24-34]","₹90,000 - ₹1,19,999","Other","(05) Some Graduate or Higher 05","(6) Others 6","Not sure at this point in time",NA,NA,NA,"SubjectPool"
"2019-03-09","Bihar","27.97.131.172","Male","(24-34]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes","Yes","Bharatiya Janata Party","Bharatiya Janata Party","SubjectPool"
"2019-03-09","West Bengal","47.15.204.237","Female","(34-44]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Not sure at this point in time",NA,"Independent Candidate",NA,"SubjectPool"
"2019-03-09","Haryana","157.36.130.8","Male","(17-24]","₹60,000 - ₹89,999","Sikhism"," (04) Higher Secondary 04","(2) Forward/General (except Brahmin) 2","Yes",NA,"Bharatiya Janata Party",NA,"SubjectPool"
"2019-03-09","Rajasthan","122.182.209.115","Female","(24-34]","₹6,00,000 and over","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes","Yes","Bharatiya Janata Party","Bharatiya Janata Party","SubjectPool"
"2019-03-09","Karnataka","49.206.4.218","Female","(24-34]","₹6,00,000 and over","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",NA,NA,NA,NA,"SubjectPool"
"2019-03-09",NA,"103.39.128.212","",NA,"","",NA,NA,NA,NA,NA,NA,"SubjectPool"
"2019-03-09","Delhi","112.196.144.125","Female","(34-44]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Not sure at this point in time","Yes",NA,"Aam Aadmi Party","SubjectPool"
"2019-03-09","Delhi","47.30.241.225","Male","(17-24]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"Bharatiya Janata Party",NA,"SubjectPool"
"2019-03-09","Delhi","42.111.25.149","Male","(34-44]","₹6,00,000 and over","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes","Yes","Bharatiya Janata Party","Bharatiya Janata Party","SubjectPool"
"2019-03-09","Rajasthan","110.225.89.25","Male","(34-44]","₹6,00,000 and over","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes","Yes","Bharatiya Janata Party","Bharatiya Janata Party","SubjectPool"
"2019-03-09","Rajasthan","157.47.213.177","Male","(24-34]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes","Yes","Bharatiya Janata Party","Bharatiya Janata Party","SubjectPool"
"2019-03-09","Haryana","157.36.201.156","Male","(24-34]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes","Yes","Bharatiya Janata Party","Bharatiya Janata Party","SubjectPool"
"2019-03-10","Uttar Pradesh","117.234.195.124","Male","(17-24]","","Islam","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes","Yes","Aam Aadmi Party","Aam Aadmi Party","SubjectPool"
"2019-03-10","Maharashtra","49.32.43.15","Male","(44-54]","₹6,00,000 and over","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes","Yes","Bharatiya Janata Party","Bharatiya Janata Party","SubjectPool"
"2019-03-10","Maharashtra","103.252.5.226","Female","(24-34]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes","Yes","Bharatiya Janata Party","Bharatiya Janata Party","SubjectPool"
"2019-03-10","Meghalaya","117.214.33.226","Male","(24-34]","₹2,40,000 - ₹5,99,999","Other","(05) Some Graduate or Higher 05",NA,"Yes",NA,"Independent Candidate",NA,"SubjectPool"
"2019-03-10","Uttar Pradesh","42.108.3.200","Male","(17-24]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes",NA,"Bharatiya Janata Party",NA,"SubjectPool"
"2019-03-10","Sikkim","42.110.200.202","Male","(17-24]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Not sure at this point in time",NA,"India National Congress",NA,"SubjectPool"
"2019-03-10","Uttar Pradesh","106.207.158.206","Female","(17-24]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Bharatiya Janata Party",NA,"SubjectPool"
"2019-03-10","Maharashtra","49.32.241.96","Male","(24-34]","₹6,00,000 and over","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes","Yes","Bharatiya Janata Party","Bharatiya Janata Party","SubjectPool"
"2019-03-10","Madya Pradesh","47.247.12.160","Male","(34-44]","₹6,00,000 and over","Jainism","(05) Some Graduate or Higher 05",NA,"Yes",NA,"Bharatiya Janata Party",NA,"SubjectPool"
"2019-03-10","Andra Pradesh","157.50.60.252","Female","(17-24]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Not sure at this point in time","Yes","India National Congress","Bharatiya Janata Party","SubjectPool"
"2019-03-10","Uttar Pradesh","182.69.131.119","Female","(17-24]","₹6,00,000 and over","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,NA,NA,"SubjectPool"
"2019-03-10","Delhi","223.130.28.110","Male","(17-24]","₹6,00,000 and over","Other","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes",NA,"Aam Aadmi Party",NA,"SubjectPool"
"2019-03-10","Delhi","122.180.204.242","Female","(44-54]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes","Yes","Independent Candidate","India National Congress","SubjectPool"
"2019-03-10","Punjab","157.39.181.82","Male","(24-34]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05",NA,"Yes",NA,"Bharatiya Janata Party",NA,"SubjectPool"
"2019-03-10","Punjab","171.48.98.116","Male","(24-34]","₹2,40,000 - ₹5,99,999","Sikhism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes","Yes","Bharatiya Janata Party","Shiromani Akali Dal","SubjectPool"
"2019-03-10","West Bengal","157.40.42.17","Male","(34-44]","₹6,00,000 and over","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Not sure at this point in time","Yes","Communist Party of India (Marxist)","India National Congress","SubjectPool"
"2019-03-10","Bihar","47.9.105.95","Male","(17-24]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes",NA,"Bharatiya Janata Party",NA,"SubjectPool"
"2019-03-10","Bihar","1.187.243.97","Male","(34-44]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes","Yes","Bharatiya Janata Party","Bharatiya Janata Party","SubjectPool"
"2019-03-10","Orissa","103.68.176.233","Female","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Not sure at this point in time","Yes","Bharatiya Janata Party","Bharatiya Janata Party","SubjectPool"
"2019-03-10","Maharashtra","103.239.169.26","Female","(34-44]","₹90,000 - ₹1,19,999","Islam","(05) Some Graduate or Higher 05","(6) Others 6","Yes","Yes","India National Congress","India National Congress","SubjectPool"
"2019-03-10","Haryana","49.205.221.249","Male","(24-34]","₹6,00,000 and over","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes","Yes","Bharatiya Janata Party","Bharatiya Janata Party","SubjectPool"
"2019-03-10","Karnataka","157.45.71.51","Male","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes","Yes","Bharatiya Janata Party",NA,"SubjectPool"
"2019-03-10","Uttar Pradesh","103.224.54.18","Female","(34-44]","₹90,000 - ₹1,19,999","Islam","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes","Yes","Sanyukt Samajwadi Dal","India National Congress","SubjectPool"
"2019-03-10","Karnataka","106.51.24.199","Male","(17-24]","₹6,00,000 and over","Jainism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Bharatiya Janata Party",NA,"SubjectPool"
"2019-03-10","Haryana","14.139.236.44","Male","(17-24]","₹6,00,000 and over","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,NA,NA,"SubjectPool"
"2019-03-10","West Bengal","42.110.238.177","Male","(24-34]","Less than ₹60,000","Other","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,NA,NA,"SubjectPool"
"2019-03-10","Punjab","103.115.195.69","Female","(24-34]","₹2,40,000 - ₹5,99,999","Sikhism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"Aam Aadmi Party",NA,"SubjectPool"
"2019-03-10","Himachal Pradesh","169.149.231.53","Male","(54-64]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes","Yes","Bharatiya Janata Party","Bharatiya Janata Party","SubjectPool"
"2019-03-10","Uttar Pradesh","47.247.151.200","Male","(34-44]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes","No","Bharatiya Janata Party",NA,"SubjectPool"
"2019-03-10","Uttar Pradesh","47.8.146.90","Male","(24-34]","₹90,000 - ₹1,19,999","Islam","(05) Some Graduate or Higher 05","(6) Others 6","Not sure at this point in time","Yes","India National Congress","India National Congress","SubjectPool"
"2019-03-10",NA,"14.139.227.196","",NA,"","",NA,NA,NA,NA,NA,NA,"SubjectPool"
"2019-03-10",NA,"122.177.3.203","",NA,"","",NA,NA,NA,NA,NA,NA,"SubjectPool"
"2019-03-10","Maharashtra","139.167.131.151","Female","(44-54]","Less than ₹60,000","Jainism","(05) Some Graduate or Higher 05",NA,"Yes","Yes","Bharatiya Janata Party","Bharatiya Janata Party","SubjectPool"
"2019-03-10","Uttar Pradesh","106.198.168.84","Male","(24-34]","₹6,00,000 and over","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes","Yes","India National Congress","Aam Aadmi Party","SubjectPool"
"2019-03-10","Maharashtra","49.32.59.249","Female","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"Bharatiya Janata Party",NA,"SubjectPool"
"2019-03-10","Kerala","103.83.247.93","Female","(54-64]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes","Yes","Bharatiya Janata Party","Bharatiya Janata Party","SubjectPool"
"2019-03-10","Maharashtra","103.230.148.229","Male","(24-34]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,NA,NA,"SubjectPool"
"2019-03-10","West Bengal","42.110.149.153","Male","(34-44]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes","Yes","Bharatiya Janata Party","India National Congress","SubjectPool"
"2019-03-10","Haryana","223.225.106.76","Female","(17-24]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05",NA,"Not sure at this point in time",NA,"Bharatiya Janata Party",NA,"SubjectPool"
"2019-03-10","West Bengal","117.204.240.238","Male","(34-44]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Not sure at this point in time",NA,"Peace Party",NA,"SubjectPool"
"2019-03-10","Andra Pradesh","183.83.140.242","Male","(17-24]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Not sure at this point in time",NA,"Telugu Desam Party",NA,"SubjectPool"
"2019-03-10","West Bengal","47.15.232.112","Male","(24-34]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes","No","India National Congress",NA,"SubjectPool"
"2019-03-10","Delhi","49.36.138.22","Female","(24-34]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05",NA,"Yes","Yes","Bharatiya Janata Party","Bharatiya Janata Party","SubjectPool"
"2019-03-10","West Bengal","122.176.252.238","Female","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes","Yes","India National Congress","Aam Aadmi Party","SubjectPool"
"2019-03-10","West Bengal","45.64.227.29","Female","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05",NA,"Yes","Yes","Bharatiya Janata Party","Bharatiya Janata Party","SubjectPool"
"2019-03-10","Assam","47.29.157.35","Male","(17-24]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05",NA,"Not sure at this point in time",NA,"Bharatiya Janata Party",NA,"SubjectPool"
"2019-03-10","Kerala","117.228.177.88","Female","(24-34]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Not sure at this point in time","Yes","Bharatiya Janata Party","Aam Aadmi Party","SubjectPool"
"2019-03-10","Maharashtra","42.108.252.106","Male","(24-34]","Less than ₹60,000","Other","(05) Some Graduate or Higher 05","(6) Others 6","Yes","Yes","Communist Party of India (Marxist)","Bharatiya Janata Party","SubjectPool"
"2019-03-10","Uttar Pradesh","47.31.136.197","Male","(17-24]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes",NA,"Bharatiya Janata Party",NA,"SubjectPool"
"2019-03-10","Uttar Pradesh","103.85.119.63","Male","(17-24]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Not sure at this point in time",NA,"Aam Aadmi Party",NA,"SubjectPool"
"2019-03-10",NA,"27.6.197.235","",NA,"","",NA,NA,NA,NA,NA,NA,"SubjectPool"
"2019-03-10","Gujarat","43.242.116.13","Male","(24-34]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Not sure at this point in time",NA,"Bharatiya Janata Party",NA,"SubjectPool"
"2019-03-10","Andra Pradesh","223.182.95.159","Male","(24-34]","₹6,00,000 and over","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes","Yes","Bharatiya Janata Party","Telugu Desam Party","SubjectPool"
"2019-03-10","Delhi","106.199.7.255","Male","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes","Yes","Bharatiya Janata Party","Bharatiya Janata Party","SubjectPool"
"2019-03-10","Andra Pradesh","178.128.219.44","Male","(24-34]","₹2,40,000 - ₹5,99,999","Christianity","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes","Yes","Bharatiya Janata Party","Bharatiya Janata Party","SubjectPool"
"2019-03-10","Jammu and Kashmir","110.225.63.180","Male","(24-34]","₹60,000 - ₹89,999","Islam","(05) Some Graduate or Higher 05","(6) Others 6","Yes","Yes","Independent Candidate","Jammu & Kashmir National Panthers Party","SubjectPool"
"2019-03-10","Maharashtra","49.35.192.191","Male","(17-24]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes","Yes","Bharatiya Janata Party","Bharatiya Janata Party","SubjectPool"
"2019-03-10",NA,"171.51.223.13","",NA,"","",NA,NA,NA,NA,NA,NA,"SubjectPool"
"2019-03-10","Maharashtra","49.35.86.7","Female","(17-24]","₹6,00,000 and over","Hinduism"," (04) Higher Secondary 04","(3) Other Backward Castes (OBC) 3","Yes",NA,"Bharatiya Janata Party",NA,"SubjectPool"
"2019-03-10","Maharashtra","49.33.237.214","Male","(17-24]","₹90,000 - ₹1,19,999","","(05) Some Graduate or Higher 05",NA,"Yes","Yes","Bharatiya Janata Party","Bharatiya Janata Party","SubjectPool"
"2019-03-10","West Bengal","157.45.52.64","Male","(17-24]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Not sure at this point in time","No",NA,NA,"SubjectPool"
"2019-03-10","West Bengal","150.242.62.62","Male","(24-34]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Not sure at this point in time",NA,NA,NA,"SubjectPool"
