"survey_date","survey_state","ID_GBIP","gender","age_cat","income_level","religion","education_level","jati","turnout","turnout_14","PC_vote_choice","PC_vote_choice_14","Source"
"2019-03-04","Tamil Nadu","157.50.52.23","Male","(24-34]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"All India Anna Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","157.46.66.5","Male","(24-34]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","49.204.212.186","Female","(34-44]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-03-04","Kerala","106.200.11.25","Male","(34-44]","₹1,20,000 - ₹2,39,999","Islam","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Communist Party of India (Marxist)",NA,"AMechTurk"
"2019-03-04","Delhi","106.199.127.20","Male","(24-34]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Aam Aadmi Party",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","42.106.82.239","Male","(24-34]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(4) Scheduled Castes (SC) 4","No",NA,NA,NA,"AMechTurk"
"2019-03-04","Tamil Nadu","27.5.148.98","Female","(44-54]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Not sure at this point in time",NA,"India National Congress",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","27.5.154.89","Male","(24-34]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes",NA,"All India Anna Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-03-04","Karnataka","103.66.79.55","Male","(24-34]","₹6,00,000 and over","Islam","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"Nationalist Congress Party",NA,"AMechTurk"
"2019-03-04","Kerala","137.97.36.91","Female","(54-64]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","157.51.65.82","Male","(34-44]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Not sure at this point in time",NA,"Independent Candidate",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","103.55.215.48","Female","(24-34]","Less than ₹60,000","Christianity","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","106.198.108.221","Female","(24-34]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Puthiya Tamilagam",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","171.49.183.237","Male","(34-44]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(4) Scheduled Castes (SC) 4","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","157.51.120.137","Male","(24-34]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","106.198.8.125","Male","(24-34]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"All India Anna Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-02-25","Kerala","137.97.221.229","Male","(34-44]","Less than ₹60,000","Islam","(05) Some Graduate or Higher 05","(6) Others 6",NA,NA,NA,NA,"AMechTurk"
"2019-03-04","Maharashtra","103.206.132.130","Male","(24-34]","Less than ₹60,000","Islam","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"Nationalist Congress Party",NA,"AMechTurk"
"2019-03-04","Kerala","137.97.212.241","Male","(34-44]","₹60,000 - ₹89,999","Hinduism"," (04) Higher Secondary 04","(2) Forward/General (except Brahmin) 2","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-03-04","Maharashtra","1.186.229.27","Male","(34-44]","₹6,00,000 and over","Islam","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Not sure at this point in time",NA,"India National Congress",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","157.46.10.183","Female","(24-34]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes",NA,"All India Anna Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","103.225.29.25","Male",NA,"₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Other",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","157.46.9.212","Male","(24-34]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes",NA,"All India Anna Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-03-04","Jharkhand","103.5.19.197","Female","(54-64]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-02-25","Tamil Nadu","1.23.194.199","Male","(44-54]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1",NA,NA,NA,NA,"AMechTurk"
"2019-03-04","Tamil Nadu","157.50.76.40","Male","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-03-04","West Bengal","47.11.252.210","Male","(24-34]","₹6,00,000 and over","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","103.225.29.25","Female",NA,"₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","157.51.64.59","Male","(34-44]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Communist Party of India",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","103.225.29.25","Male",NA,"₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Other",NA,"AMechTurk"
"2019-02-25",NA,"157.51.91.55","",NA,"","",NA,NA,NA,NA,NA,NA,"AMechTurk"
"2019-03-04","Tamil Nadu","157.51.177.44","Male","(24-34]","Less than ₹60,000","Islam","(05) Some Graduate or Higher 05",NA,"Yes",NA,"Independent Candidate",NA,"AMechTurk"
"2019-03-04","Karnataka","92.95.112.22","Female","(34-44]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Communist Party of India",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","157.51.177.44","Male","(44-54]","Less than ₹60,000","Islam"," (04) Higher Secondary 04",NA,"Yes",NA,NA,NA,"AMechTurk"
"2019-03-04","Tamil Nadu","202.168.157.106","Male","(24-34]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(5) Scheduled Tribes (ST) 5","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","157.50.3.170","Female","(34-44]","₹60,000 - ₹89,999","Christianity","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Not sure at this point in time",NA,"India National Congress",NA,"AMechTurk"
"2019-03-04","Gujarat","49.34.100.93","Male","(34-44]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Aam Aadmi Party",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","157.51.176.54","Male","(24-34]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Aam Aadmi Party",NA,"AMechTurk"
"2019-03-04","Kerala","184.164.146.25","Male","(24-34]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-03-04","Kerala","103.28.247.162","Male","(24-34]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-03-04","Kerala","106.203.64.252","Male","(24-34]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Other",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","157.51.81.75","Female","(24-34]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","49.207.185.159","Male","(54-64]","₹6,00,000 and over","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-03-04","Kerala","117.230.137.210","Male","(24-34]","₹60,000 - ₹89,999","Christianity","(05) Some Graduate or Higher 05","(6) Others 6","No",NA,"Communist Party of India",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","122.174.160.211","Male","(24-34]","Less than ₹60,000","Christianity","(05) Some Graduate or Higher 05",NA,"Yes",NA,"Independent Candidate",NA,"AMechTurk"
"2019-02-25",NA,"117.217.214.21","",NA,"","",NA,NA,NA,NA,NA,NA,"AMechTurk"
"2019-03-04","Tamil Nadu","27.62.140.151","Female","(24-34]","Less than ₹60,000","Christianity","(05) Some Graduate or Higher 05","(5) Scheduled Tribes (ST) 5","Yes",NA,"All India Anna Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","223.182.247.184","Other","(24-34]","₹6,00,000 and over","Christianity","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","122.174.199.207","Male","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Aam Aadmi Party",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","157.46.90.214","Male","(34-44]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(4) Scheduled Castes (SC) 4","Yes",NA,NA,NA,"AMechTurk"
"2019-02-25",NA,"117.213.83.251","",NA,"","",NA,NA,NA,NA,NA,NA,"AMechTurk"
"2019-03-04","Tamil Nadu","14.139.162.243","Male","(24-34]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Not sure at this point in time",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","103.60.75.103","Female","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"All India Anna Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-03-04",NA,"157.50.192.60","Male","(24-34]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6",NA,NA,NA,NA,"AMechTurk"
"2019-03-04","Kerala","103.99.219.134","Male","(34-44]","₹1,20,000 - ₹2,39,999","Islam","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","106.203.3.156","Female","(34-44]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Not sure at this point in time",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-02-25",NA,"45.112.70.180","",NA,"","",NA,NA,NA,NA,NA,NA,"AMechTurk"
"2019-03-04","Tamil Nadu","49.207.187.21","Male","(24-34]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes",NA,"Other",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","157.50.240.59","Male","(44-54]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-03-04","Karnataka","157.49.171.73","Male","(34-44]","₹2,40,000 - ₹5,99,999","Other","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","103.93.105.95","Female","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"Desiya Murpokku Dravida Kazhagam",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","49.204.223.12","Male","(34-44]","₹6,00,000 and over","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-03-04","Kerala","103.38.15.179","Male","(34-44]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-03-04","Kerala","157.51.117.86","Male","(24-34]","₹90,000 - ₹1,19,999","Christianity","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-03-04","Delhi","112.133.236.190","Female","(34-44]","₹1,20,000 - ₹2,39,999","Christianity","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes",NA,"Aam Aadmi Party",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","122.164.154.95","Male","(34-44]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-03-04","Delhi","112.133.236.190","Female","(34-44]","₹1,20,000 - ₹2,39,999","Christianity","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes",NA,"Aam Aadmi Party",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","137.97.187.220","Male","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","122.164.180.176","Male","(24-34]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","157.50.210.147","Male","(24-34]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05",NA,"Yes",NA,"Viduthalai Chiruthaigal Katchi",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","157.46.22.140","Female","(24-34]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","223.181.243.73","Male","(24-34]","₹90,000 - ₹1,19,999","Hinduism","(03) Middle or Secondary 03","(5) Scheduled Tribes (ST) 5","Yes",NA,"All India Anna Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-03-04","Kerala","117.230.188.197","Female","(34-44]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes",NA,"Independent Candidate",NA,"AMechTurk"
"2019-03-04","Maharashtra","103.226.85.115","Female","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","122.164.24.108","Male","(34-44]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","122.164.71.25","Female","(24-34]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes",NA,"All India Anna Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-03-04","Kerala","157.51.85.112","Male","(34-44]","₹60,000 - ₹89,999","Christianity","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Kerala Congress (M)",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","122.164.70.166","Male","(24-34]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes",NA,"All India Anna Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","122.164.70.166","Female","(24-34]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes",NA,"All India Anna Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-03-04","Andra Pradesh","117.193.107.249","Male","(44-54]","Less than ₹60,000","Islam","(05) Some Graduate or Higher 05","(6) Others 6","Not sure at this point in time",NA,"Independent Candidate",NA,"AMechTurk"
"2019-03-04","Maharashtra","1.186.185.65","Male","(24-34]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","49.207.185.134","Female","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"All India Anna Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-03-04","Andra Pradesh","157.47.27.26","Male","(24-34]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05","(5) Scheduled Tribes (ST) 5","Yes",NA,"Telugu Desam Party",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","182.72.214.82","Female","(24-34]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05",NA,"Yes",NA,"Communist Party of India",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","122.178.106.174","Male","(24-34]","₹60,000 - ₹89,999","Christianity","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-03-04","Kerala","157.46.36.69","Male","(24-34]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05",NA,"Yes",NA,"Social Democratic Party of India",NA,"AMechTurk"
"2019-03-04","Telangana","202.53.80.186","Female","(34-44]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-03-04","Tamil Nadu","157.50.113.192","Male","(44-54]","₹1,20,000 - ₹2,39,999","Hinduism"," (04) Higher Secondary 04","(2) Forward/General (except Brahmin) 2","Yes",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-03-05","Gujarat","202.133.95.215","Female","(24-34]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Aam Aadmi Party",NA,"AMechTurk"
"2019-03-05","Tamil Nadu","117.213.38.67","Female","(24-34]","Less than ₹60,000","Christianity","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-03-05","Tamil Nadu","117.221.213.71","Male","(24-34]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-03-05","Kerala","117.202.184.136","Male","(44-54]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-03-05","Tamil Nadu","103.69.9.179","Male","(24-34]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-03-05","Tamil Nadu","106.201.139.246","Female","(24-34]","₹60,000 - ₹89,999","Christianity","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-02-26","Andra Pradesh","223.230.105.194","Female","(17-24]","₹6,00,000 and over","Hinduism","(05) Some Graduate or Higher 05",NA,NA,NA,NA,NA,"AMechTurk"
"2019-03-05","Kerala","137.97.143.169","Male","(34-44]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-03-05","Kerala","103.83.245.236","Male","(24-34]","₹60,000 - ₹89,999","Christianity","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"Communist Party of India (Marxist)",NA,"AMechTurk"
"2019-03-05","Karnataka","142.93.223.200","Female","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-03-05","Karnataka","159.65.150.251","Male","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-03-05","Maharashtra","49.32.35.224","Male","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-02-26",NA,"183.83.226.116","",NA,"","",NA,NA,NA,NA,NA,NA,"AMechTurk"
"2019-03-05","Karnataka","202.12.80.225","Male","(34-44]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05",NA,"Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-03-05","Andra Pradesh","175.101.104.74","Female","(24-34]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Telugu Desam Party",NA,"AMechTurk"
"2019-03-05","Tamil Nadu","27.5.252.226","Female","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-03-05","Andra Pradesh","175.101.144.68","Male","(24-34]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-03-05","Tamil Nadu","210.18.139.20","Male","(24-34]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-02-26","Andra Pradesh","122.169.214.255","Female","(17-24]","₹6,00,000 and over","Hinduism","(05) Some Graduate or Higher 05",NA,NA,NA,NA,NA,"AMechTurk"
"2019-03-05","Andra Pradesh","175.101.89.219","Male","(24-34]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"Telugu Desam Party",NA,"AMechTurk"
"2019-02-26","Punjab","83.110.194.17","Female","(34-44]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",NA,NA,NA,NA,"AMechTurk"
"2019-03-05","Andra Pradesh","60.243.223.33","Male","(34-44]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Telugu Desam Party",NA,"AMechTurk"
"2019-03-05","Telangana","103.245.196.34","Female","(34-44]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Not sure at this point in time",NA,"India National Congress",NA,"AMechTurk"
"2019-03-05","Tamil Nadu","171.78.154.96","Female","(34-44]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-03-05","Tamil Nadu","171.61.237.85","Male","(24-34]","₹1,20,000 - ₹2,39,999","Christianity","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-02-26",NA,"117.221.142.41","",NA,"","",NA,NA,NA,NA,NA,NA,"AMechTurk"
"2019-03-05","Tamil Nadu","157.50.227.65","Female","(17-24]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-03-05","Tamil Nadu","157.51.162.215","Male","(24-34]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-03-05","Tamil Nadu","122.174.234.212","Male","(34-44]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-03-05","Tamil Nadu","122.174.155.216","Male","(24-34]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-03-05","Tamil Nadu","122.174.192.132","Female","(24-34]","₹90,000 - ₹1,19,999","Islam","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-03-05","Tamil Nadu","122.174.87.137","Male","(24-34]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-03-05","Tamil Nadu","171.49.168.7","Female","(34-44]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-03-05","Tamil Nadu","122.174.182.211","Male","(24-34]","₹90,000 - ₹1,19,999","Christianity","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Tamil Nadu Makkal Congress",NA,"AMechTurk"
"2019-03-05","Tamil Nadu","122.174.123.99","Female","(24-34]","₹90,000 - ₹1,19,999","Christianity","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-03-05","Tamil Nadu","122.164.208.141","Female","(24-34]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-03-05","Tamil Nadu","122.174.182.211","Female","(24-34]","₹90,000 - ₹1,19,999","Christianity","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-03-05","Tamil Nadu","122.174.155.216","Female","(24-34]","₹90,000 - ₹1,19,999","Christianity","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
