states,rurality,age_cat,education_level,gender,totcount,zones
(14) Manipur 14,(1) urban 1,(24-34],(01) No Formal Edu 01,(2) Female 2,  11782,(03) North-Eastern 03
(14) Manipur 14,(1) urban 1,(34-44],(01) No Formal Edu 01,(2) Female 2,  14226,(03) North-Eastern 03
(14) Manipur 14,(1) urban 1,(44-54],(01) No Formal Edu 01,(2) Female 2,  15626,(03) North-Eastern 03
(14) Manipur 14,(1) urban 1,(54-64],(01) No Formal Edu 01,(2) Female 2,  13587,(03) North-Eastern 03
(14) Manipur 14,(1) urban 1,(64-100],(01) No Formal Edu 01,(2) Female 2,  18446,(03) North-Eastern 03
(15) Mizoram 15,(0) rural 0,(17-24],(01) No Formal Edu 01,(2) Female 2,   7376,(03) North-Eastern 03
(15) Mizoram 15,(0) rural 0,(24-34],(01) No Formal Edu 01,(2) Female 2,   8821,(03) North-Eastern 03
(15) Mizoram 15,(0) rural 0,(34-44],(01) No Formal Edu 01,(2) Female 2,   6707,(03) North-Eastern 03
(15) Mizoram 15,(0) rural 0,(44-54],(01) No Formal Edu 01,(2) Female 2,   5715,(03) North-Eastern 03
(15) Mizoram 15,(0) rural 0,(54-64],(01) No Formal Edu 01,(2) Female 2,   3679,(03) North-Eastern 03
(15) Mizoram 15,(0) rural 0,(64-100],(01) No Formal Edu 01,(2) Female 2,   4212,(03) North-Eastern 03
(15) Mizoram 15,(1) urban 1,(17-24],(01) No Formal Edu 01,(2) Female 2,    877,(03) North-Eastern 03
(15) Mizoram 15,(1) urban 1,(24-34],(01) No Formal Edu 01,(2) Female 2,   1504,(03) North-Eastern 03
(15) Mizoram 15,(1) urban 1,(34-44],(01) No Formal Edu 01,(2) Female 2,   1363,(03) North-Eastern 03
(15) Mizoram 15,(1) urban 1,(44-54],(01) No Formal Edu 01,(2) Female 2,   1384,(03) North-Eastern 03
(15) Mizoram 15,(1) urban 1,(54-64],(01) No Formal Edu 01,(2) Female 2,   1125,(03) North-Eastern 03
(15) Mizoram 15,(1) urban 1,(64-100],(01) No Formal Edu 01,(2) Female 2,   2299,(03) North-Eastern 03
(16) Tripura 16,(0) rural 0,(17-24],(01) No Formal Edu 01,(2) Female 2,  29653,(03) North-Eastern 03
(16) Tripura 16,(0) rural 0,(24-34],(01) No Formal Edu 01,(2) Female 2,  47296,(03) North-Eastern 03
(16) Tripura 16,(0) rural 0,(34-44],(01) No Formal Edu 01,(2) Female 2,  55808,(03) North-Eastern 03
(16) Tripura 16,(0) rural 0,(44-54],(01) No Formal Edu 01,(2) Female 2,  51794,(03) North-Eastern 03
(16) Tripura 16,(0) rural 0,(54-64],(01) No Formal Edu 01,(2) Female 2,  39994,(03) North-Eastern 03
(16) Tripura 16,(0) rural 0,(64-100],(01) No Formal Edu 01,(2) Female 2,  50935,(03) North-Eastern 03
(16) Tripura 16,(1) urban 1,(17-24],(01) No Formal Edu 01,(2) Female 2,   4443,(03) North-Eastern 03
(16) Tripura 16,(1) urban 1,(24-34],(01) No Formal Edu 01,(2) Female 2,   8477,(03) North-Eastern 03
(16) Tripura 16,(1) urban 1,(34-44],(01) No Formal Edu 01,(2) Female 2,  11054,(03) North-Eastern 03
(16) Tripura 16,(1) urban 1,(44-54],(01) No Formal Edu 01,(2) Female 2,  10739,(03) North-Eastern 03
(16) Tripura 16,(1) urban 1,(54-64],(01) No Formal Edu 01,(2) Female 2,   8169,(03) North-Eastern 03
(16) Tripura 16,(1) urban 1,(64-100],(01) No Formal Edu 01,(2) Female 2,  12120,(03) North-Eastern 03
(17) Meghalaya 17,(0) rural 0,(17-24],(01) No Formal Edu 01,(2) Female 2,  37765,(03) North-Eastern 03
(17) Meghalaya 17,(0) rural 0,(24-34],(01) No Formal Edu 01,(2) Female 2,  59002,(03) North-Eastern 03
(17) Meghalaya 17,(0) rural 0,(34-44],(01) No Formal Edu 01,(2) Female 2,  57838,(03) North-Eastern 03
(17) Meghalaya 17,(0) rural 0,(44-54],(01) No Formal Edu 01,(2) Female 2,  46039,(03) North-Eastern 03
(17) Meghalaya 17,(0) rural 0,(54-64],(01) No Formal Edu 01,(2) Female 2,  28059,(03) North-Eastern 03
(17) Meghalaya 17,(0) rural 0,(64-100],(01) No Formal Edu 01,(2) Female 2,  27084,(03) North-Eastern 03
(17) Meghalaya 17,(1) urban 1,(17-24],(01) No Formal Edu 01,(2) Female 2,   3221,(03) North-Eastern 03
(17) Meghalaya 17,(1) urban 1,(24-34],(01) No Formal Edu 01,(2) Female 2,   6471,(03) North-Eastern 03
(17) Meghalaya 17,(1) urban 1,(34-44],(01) No Formal Edu 01,(2) Female 2,   6788,(03) North-Eastern 03
(17) Meghalaya 17,(1) urban 1,(44-54],(01) No Formal Edu 01,(2) Female 2,   5649,(03) North-Eastern 03
(17) Meghalaya 17,(1) urban 1,(54-64],(01) No Formal Edu 01,(2) Female 2,   3636,(03) North-Eastern 03
(17) Meghalaya 17,(1) urban 1,(64-100],(01) No Formal Edu 01,(2) Female 2,   4448,(03) North-Eastern 03
(18) Assam 18,(0) rural 0,(17-24],(01) No Formal Edu 01,(2) Female 2, 536004,(03) North-Eastern 03
(18) Assam 18,(0) rural 0,(24-34],(01) No Formal Edu 01,(2) Female 2, 891038,(03) North-Eastern 03
(18) Assam 18,(0) rural 0,(34-44],(01) No Formal Edu 01,(2) Female 2, 866423,(03) North-Eastern 03
(18) Assam 18,(0) rural 0,(44-54],(01) No Formal Edu 01,(2) Female 2, 676523,(03) North-Eastern 03
(18) Assam 18,(0) rural 0,(54-64],(01) No Formal Edu 01,(2) Female 2, 463864,(03) North-Eastern 03
(18) Assam 18,(0) rural 0,(64-100],(01) No Formal Edu 01,(2) Female 2, 432698,(03) North-Eastern 03
(18) Assam 18,(1) urban 1,(17-24],(01) No Formal Edu 01,(2) Female 2,  34521,(03) North-Eastern 03
(18) Assam 18,(1) urban 1,(24-34],(01) No Formal Edu 01,(2) Female 2,  66327,(03) North-Eastern 03
(18) Assam 18,(1) urban 1,(34-44],(01) No Formal Edu 01,(2) Female 2,  73795,(03) North-Eastern 03
(18) Assam 18,(1) urban 1,(44-54],(01) No Formal Edu 01,(2) Female 2,  59800,(03) North-Eastern 03
(18) Assam 18,(1) urban 1,(54-64],(01) No Formal Edu 01,(2) Female 2,  40911,(03) North-Eastern 03
(18) Assam 18,(1) urban 1,(64-100],(01) No Formal Edu 01,(2) Female 2,  45209,(03) North-Eastern 03
(19) West Bengal 19,(0) rural 0,(17-24],(01) No Formal Edu 01,(2) Female 2, 927730,(04) Eastern 04
(19) West Bengal 19,(0) rural 0,(24-34],(01) No Formal Edu 01,(2) Female 2,1647252,(04) Eastern 04
(19) West Bengal 19,(0) rural 0,(34-44],(01) No Formal Edu 01,(2) Female 2,2058386,(04) Eastern 04
(19) West Bengal 19,(0) rural 0,(44-54],(01) No Formal Edu 01,(2) Female 2,1686925,(04) Eastern 04
(19) West Bengal 19,(0) rural 0,(54-64],(01) No Formal Edu 01,(2) Female 2,1285891,(04) Eastern 04
(19) West Bengal 19,(0) rural 0,(64-100],(01) No Formal Edu 01,(2) Female 2,1318707,(04) Eastern 04
(19) West Bengal 19,(1) urban 1,(17-24],(01) No Formal Edu 01,(2) Female 2, 263371,(04) Eastern 04
(19) West Bengal 19,(1) urban 1,(24-34],(01) No Formal Edu 01,(2) Female 2, 466617,(04) Eastern 04
(19) West Bengal 19,(1) urban 1,(34-44],(01) No Formal Edu 01,(2) Female 2, 565561,(04) Eastern 04
(19) West Bengal 19,(1) urban 1,(44-54],(01) No Formal Edu 01,(2) Female 2, 490132,(04) Eastern 04
(19) West Bengal 19,(1) urban 1,(54-64],(01) No Formal Edu 01,(2) Female 2, 364433,(04) Eastern 04
(19) West Bengal 19,(1) urban 1,(64-100],(01) No Formal Edu 01,(2) Female 2, 408682,(04) Eastern 04
(20) Jharkhand 20,(0) rural 0,(17-24],(01) No Formal Edu 01,(2) Female 2, 649715,(04) Eastern 04
(20) Jharkhand 20,(0) rural 0,(24-34],(01) No Formal Edu 01,(2) Female 2,1119487,(04) Eastern 04
(20) Jharkhand 20,(0) rural 0,(34-44],(01) No Formal Edu 01,(2) Female 2,1058804,(04) Eastern 04
(20) Jharkhand 20,(0) rural 0,(44-54],(01) No Formal Edu 01,(2) Female 2, 801036,(04) Eastern 04
(20) Jharkhand 20,(0) rural 0,(54-64],(01) No Formal Edu 01,(2) Female 2, 675461,(04) Eastern 04
(20) Jharkhand 20,(0) rural 0,(64-100],(01) No Formal Edu 01,(2) Female 2, 508028,(04) Eastern 04
(20) Jharkhand 20,(1) urban 1,(17-24],(01) No Formal Edu 01,(2) Female 2,  85828,(04) Eastern 04
(20) Jharkhand 20,(1) urban 1,(24-34],(01) No Formal Edu 01,(2) Female 2, 161542,(04) Eastern 04
(20) Jharkhand 20,(1) urban 1,(34-44],(01) No Formal Edu 01,(2) Female 2, 180396,(04) Eastern 04
(20) Jharkhand 20,(1) urban 1,(44-54],(01) No Formal Edu 01,(2) Female 2, 154068,(04) Eastern 04
(20) Jharkhand 20,(1) urban 1,(54-64],(01) No Formal Edu 01,(2) Female 2, 117179,(04) Eastern 04
(20) Jharkhand 20,(1) urban 1,(64-100],(01) No Formal Edu 01,(2) Female 2,  87462,(04) Eastern 04
(21) Orissa 21,(0) rural 0,(17-24],(01) No Formal Edu 01,(2) Female 2, 575526,(04) Eastern 04
(21) Orissa 21,(0) rural 0,(24-34],(01) No Formal Edu 01,(2) Female 2,1012399,(04) Eastern 04
(21) Orissa 21,(0) rural 0,(34-44],(01) No Formal Edu 01,(2) Female 2,1209638,(04) Eastern 04
(21) Orissa 21,(0) rural 0,(44-54],(01) No Formal Edu 01,(2) Female 2,1034502,(04) Eastern 04
(21) Orissa 21,(0) rural 0,(54-64],(01) No Formal Edu 01,(2) Female 2, 926589,(04) Eastern 04
(21) Orissa 21,(0) rural 0,(64-100],(01) No Formal Edu 01,(2) Female 2, 911892,(04) Eastern 04
(21) Orissa 21,(1) urban 1,(17-24],(01) No Formal Edu 01,(2) Female 2,  62714,(04) Eastern 04
(21) Orissa 21,(1) urban 1,(24-34],(01) No Formal Edu 01,(2) Female 2, 111673,(04) Eastern 04
(21) Orissa 21,(1) urban 1,(34-44],(01) No Formal Edu 01,(2) Female 2, 130168,(04) Eastern 04
(21) Orissa 21,(1) urban 1,(44-54],(01) No Formal Edu 01,(2) Female 2, 113575,(04) Eastern 04
(21) Orissa 21,(1) urban 1,(54-64],(01) No Formal Edu 01,(2) Female 2,  90906,(04) Eastern 04
(21) Orissa 21,(1) urban 1,(64-100],(01) No Formal Edu 01,(2) Female 2,  95491,(04) Eastern 04
(22) Chhattisgarh 22,(0) rural 0,(17-24],(01) No Formal Edu 01,(2) Female 2, 330005,(04) Eastern 04
(22) Chhattisgarh 22,(0) rural 0,(24-34],(01) No Formal Edu 01,(2) Female 2, 646718,(04) Eastern 04
(22) Chhattisgarh 22,(0) rural 0,(34-44],(01) No Formal Edu 01,(2) Female 2, 858753,(04) Eastern 04
(22) Chhattisgarh 22,(0) rural 0,(44-54],(01) No Formal Edu 01,(2) Female 2, 680633,(04) Eastern 04
(22) Chhattisgarh 22,(0) rural 0,(54-64],(01) No Formal Edu 01,(2) Female 2, 543886,(04) Eastern 04
(22) Chhattisgarh 22,(0) rural 0,(64-100],(01) No Formal Edu 01,(2) Female 2, 507293,(04) Eastern 04
(22) Chhattisgarh 22,(1) urban 1,(17-24],(01) No Formal Edu 01,(2) Female 2,  45360,(04) Eastern 04
(22) Chhattisgarh 22,(1) urban 1,(24-34],(01) No Formal Edu 01,(2) Female 2, 100335,(04) Eastern 04
(22) Chhattisgarh 22,(1) urban 1,(34-44],(01) No Formal Edu 01,(2) Female 2, 139487,(04) Eastern 04
(22) Chhattisgarh 22,(1) urban 1,(44-54],(01) No Formal Edu 01,(2) Female 2, 120373,(04) Eastern 04
(22) Chhattisgarh 22,(1) urban 1,(54-64],(01) No Formal Edu 01,(2) Female 2,  89955,(04) Eastern 04
(22) Chhattisgarh 22,(1) urban 1,(64-100],(01) No Formal Edu 01,(2) Female 2,  85545,(04) Eastern 04
(23) Madhya Pradesh 23,(0) rural 0,(17-24],(01) No Formal Edu 01,(2) Female 2,1175934,(02) North-Central 02
(23) Madhya Pradesh 23,(0) rural 0,(24-34],(01) No Formal Edu 01,(2) Female 2,2115858,(02) North-Central 02
(23) Madhya Pradesh 23,(0) rural 0,(34-44],(01) No Formal Edu 01,(2) Female 2,2204833,(02) North-Central 02
(23) Madhya Pradesh 23,(0) rural 0,(44-54],(01) No Formal Edu 01,(2) Female 2,1640124,(02) North-Central 02
(23) Madhya Pradesh 23,(0) rural 0,(54-64],(01) No Formal Edu 01,(2) Female 2,1276599,(02) North-Central 02
(23) Madhya Pradesh 23,(0) rural 0,(64-100],(01) No Formal Edu 01,(2) Female 2,1334282,(02) North-Central 02
(23) Madhya Pradesh 23,(1) urban 1,(17-24],(01) No Formal Edu 01,(2) Female 2, 202283,(02) North-Central 02
(23) Madhya Pradesh 23,(1) urban 1,(24-34],(01) No Formal Edu 01,(2) Female 2, 403485,(02) North-Central 02
(23) Madhya Pradesh 23,(1) urban 1,(34-44],(01) No Formal Edu 01,(2) Female 2, 456829,(02) North-Central 02
(23) Madhya Pradesh 23,(1) urban 1,(44-54],(01) No Formal Edu 01,(2) Female 2, 371163,(02) North-Central 02
(23) Madhya Pradesh 23,(1) urban 1,(54-64],(01) No Formal Edu 01,(2) Female 2, 285504,(02) North-Central 02
(23) Madhya Pradesh 23,(1) urban 1,(64-100],(01) No Formal Edu 01,(2) Female 2, 322524,(02) North-Central 02
(24) Gujarat 24,(0) rural 0,(17-24],(01) No Formal Edu 01,(2) Female 2, 589370,(05) Western 05
(24) Gujarat 24,(0) rural 0,(24-34],(01) No Formal Edu 01,(2) Female 2,1084551,(05) Western 05
(24) Gujarat 24,(0) rural 0,(34-44],(01) No Formal Edu 01,(2) Female 2,1240989,(05) Western 05
(24) Gujarat 24,(0) rural 0,(44-54],(01) No Formal Edu 01,(2) Female 2,1095621,(05) Western 05
(24) Gujarat 24,(0) rural 0,(54-64],(01) No Formal Edu 01,(2) Female 2, 843281,(05) Western 05
(24) Gujarat 24,(0) rural 0,(64-100],(01) No Formal Edu 01,(2) Female 2, 850522,(05) Western 05
(24) Gujarat 24,(1) urban 1,(17-24],(01) No Formal Edu 01,(2) Female 2, 262750,(05) Western 05
(24) Gujarat 24,(1) urban 1,(24-34],(01) No Formal Edu 01,(2) Female 2, 478077,(05) Western 05
(24) Gujarat 24,(1) urban 1,(34-44],(01) No Formal Edu 01,(2) Female 2, 491949,(05) Western 05
(24) Gujarat 24,(1) urban 1,(44-54],(01) No Formal Edu 01,(2) Female 2, 419836,(05) Western 05
(24) Gujarat 24,(1) urban 1,(54-64],(01) No Formal Edu 01,(2) Female 2, 302661,(05) Western 05
(24) Gujarat 24,(1) urban 1,(64-100],(01) No Formal Edu 01,(2) Female 2, 322543,(05) Western 05
(25) Daman & Diu 25,(0) rural 0,(17-24],(01) No Formal Edu 01,(2) Female 2,    418,(05) Western 05
(25) Daman & Diu 25,(0) rural 0,(24-34],(01) No Formal Edu 01,(2) Female 2,   1177,(05) Western 05
(25) Daman & Diu 25,(0) rural 0,(34-44],(01) No Formal Edu 01,(2) Female 2,   1678,(05) Western 05
(25) Daman & Diu 25,(0) rural 0,(44-54],(01) No Formal Edu 01,(2) Female 2,   1455,(05) Western 05
(25) Daman & Diu 25,(0) rural 0,(54-64],(01) No Formal Edu 01,(2) Female 2,   1281,(05) Western 05
(25) Daman & Diu 25,(0) rural 0,(64-100],(01) No Formal Edu 01,(2) Female 2,   1153,(05) Western 05
(25) Daman & Diu 25,(1) urban 1,(17-24],(01) No Formal Edu 01,(2) Female 2,   1434,(05) Western 05
(25) Daman & Diu 25,(1) urban 1,(24-34],(01) No Formal Edu 01,(2) Female 2,   2741,(05) Western 05
(25) Daman & Diu 25,(1) urban 1,(34-44],(01) No Formal Edu 01,(2) Female 2,   1725,(05) Western 05
(25) Daman & Diu 25,(1) urban 1,(44-54],(01) No Formal Edu 01,(2) Female 2,   1261,(05) Western 05
(25) Daman & Diu 25,(1) urban 1,(54-64],(01) No Formal Edu 01,(2) Female 2,   1248,(05) Western 05
(25) Daman & Diu 25,(1) urban 1,(64-100],(01) No Formal Edu 01,(2) Female 2,   1724,(05) Western 05
(26) Dadra+Nagar Haveli 26,(0) rural 0,(17-24],(01) No Formal Edu 01,(2) Female 2,   5533,(05) Western 05
(26) Dadra+Nagar Haveli 26,(0) rural 0,(24-34],(01) No Formal Edu 01,(2) Female 2,   8438,(05) Western 05
(26) Dadra+Nagar Haveli 26,(0) rural 0,(34-44],(01) No Formal Edu 01,(2) Female 2,   7863,(05) Western 05
(26) Dadra+Nagar Haveli 26,(0) rural 0,(44-54],(01) No Formal Edu 01,(2) Female 2,   5886,(05) Western 05
(26) Dadra+Nagar Haveli 26,(0) rural 0,(54-64],(01) No Formal Edu 01,(2) Female 2,   3973,(05) Western 05
(26) Dadra+Nagar Haveli 26,(0) rural 0,(64-100],(01) No Formal Edu 01,(2) Female 2,   2763,(05) Western 05
(26) Dadra+Nagar Haveli 26,(1) urban 1,(17-24],(01) No Formal Edu 01,(2) Female 2,   1441,(05) Western 05
(26) Dadra+Nagar Haveli 26,(1) urban 1,(24-34],(01) No Formal Edu 01,(2) Female 2,   3226,(05) Western 05
(26) Dadra+Nagar Haveli 26,(1) urban 1,(34-44],(01) No Formal Edu 01,(2) Female 2,   2345,(05) Western 05
(26) Dadra+Nagar Haveli 26,(1) urban 1,(44-54],(01) No Formal Edu 01,(2) Female 2,   1547,(05) Western 05
(26) Dadra+Nagar Haveli 26,(1) urban 1,(54-64],(01) No Formal Edu 01,(2) Female 2,   1203,(05) Western 05
(26) Dadra+Nagar Haveli 26,(1) urban 1,(64-100],(01) No Formal Edu 01,(2) Female 2,   1033,(05) Western 05
(27) Maharashtra 27,(0) rural 0,(17-24],(01) No Formal Edu 01,(2) Female 2, 604353,(05) Western 05
(27) Maharashtra 27,(0) rural 0,(24-34],(01) No Formal Edu 01,(2) Female 2,1260802,(05) Western 05
(27) Maharashtra 27,(0) rural 0,(34-44],(01) No Formal Edu 01,(2) Female 2,1748754,(05) Western 05
(27) Maharashtra 27,(0) rural 0,(44-54],(01) No Formal Edu 01,(2) Female 2,1626928,(05) Western 05
(27) Maharashtra 27,(0) rural 0,(54-64],(01) No Formal Edu 01,(2) Female 2,1587615,(05) Western 05
(27) Maharashtra 27,(0) rural 0,(64-100],(01) No Formal Edu 01,(2) Female 2,2104661,(05) Western 05
(27) Maharashtra 27,(1) urban 1,(17-24],(01) No Formal Edu 01,(2) Female 2, 327463,(05) Western 05
(27) Maharashtra 27,(1) urban 1,(24-34],(01) No Formal Edu 01,(2) Female 2, 681398,(05) Western 05
(27) Maharashtra 27,(1) urban 1,(34-44],(01) No Formal Edu 01,(2) Female 2, 775486,(05) Western 05
(27) Maharashtra 27,(1) urban 1,(44-54],(01) No Formal Edu 01,(2) Female 2, 668913,(05) Western 05
(27) Maharashtra 27,(1) urban 1,(54-64],(01) No Formal Edu 01,(2) Female 2, 547584,(05) Western 05
(27) Maharashtra 27,(1) urban 1,(64-100],(01) No Formal Edu 01,(2) Female 2, 670280,(05) Western 05
(28) Andhra Pradesh 28,(0) rural 0,(17-24],(01) No Formal Edu 01,(2) Female 2,1066218,(06) Southern 06
(28) Andhra Pradesh 28,(0) rural 0,(24-34],(01) No Formal Edu 01,(2) Female 2,2414428,(06) Southern 06
(28) Andhra Pradesh 28,(0) rural 0,(34-44],(01) No Formal Edu 01,(2) Female 2,2716945,(06) Southern 06
(28) Andhra Pradesh 28,(0) rural 0,(44-54],(01) No Formal Edu 01,(2) Female 2,2169968,(06) Southern 06
(28) Andhra Pradesh 28,(0) rural 0,(54-64],(01) No Formal Edu 01,(2) Female 2,2033496,(06) Southern 06
(28) Andhra Pradesh 28,(0) rural 0,(64-100],(01) No Formal Edu 01,(2) Female 2,1753978,(06) Southern 06
(28) Andhra Pradesh 28,(1) urban 1,(17-24],(01) No Formal Edu 01,(2) Female 2, 343270,(06) Southern 06
(28) Andhra Pradesh 28,(1) urban 1,(24-34],(01) No Formal Edu 01,(2) Female 2, 720428,(06) Southern 06
(28) Andhra Pradesh 28,(1) urban 1,(34-44],(01) No Formal Edu 01,(2) Female 2, 801955,(06) Southern 06
(28) Andhra Pradesh 28,(1) urban 1,(44-54],(01) No Formal Edu 01,(2) Female 2, 652621,(06) Southern 06
(28) Andhra Pradesh 28,(1) urban 1,(54-64],(01) No Formal Edu 01,(2) Female 2, 512375,(06) Southern 06
(28) Andhra Pradesh 28,(1) urban 1,(64-100],(01) No Formal Edu 01,(2) Female 2, 458564,(06) Southern 06
(29) Karnataka 29,(0) rural 0,(17-24],(01) No Formal Edu 01,(2) Female 2, 566462,(06) Southern 06
(29) Karnataka 29,(0) rural 0,(24-34],(01) No Formal Edu 01,(2) Female 2,1201577,(06) Southern 06
(29) Karnataka 29,(0) rural 0,(34-44],(01) No Formal Edu 01,(2) Female 2,1527964,(06) Southern 06
(29) Karnataka 29,(0) rural 0,(44-54],(01) No Formal Edu 01,(2) Female 2,1329913,(06) Southern 06
(29) Karnataka 29,(0) rural 0,(54-64],(01) No Formal Edu 01,(2) Female 2,1105329,(06) Southern 06
(29) Karnataka 29,(0) rural 0,(64-100],(01) No Formal Edu 01,(2) Female 2,1173272,(06) Southern 06
(29) Karnataka 29,(1) urban 1,(17-24],(01) No Formal Edu 01,(2) Female 2, 211036,(06) Southern 06
(29) Karnataka 29,(1) urban 1,(24-34],(01) No Formal Edu 01,(2) Female 2, 429099,(06) Southern 06
(29) Karnataka 29,(1) urban 1,(34-44],(01) No Formal Edu 01,(2) Female 2, 481729,(06) Southern 06
(29) Karnataka 29,(1) urban 1,(44-54],(01) No Formal Edu 01,(2) Female 2, 418355,(06) Southern 06
(29) Karnataka 29,(1) urban 1,(54-64],(01) No Formal Edu 01,(2) Female 2, 329239,(06) Southern 06
(29) Karnataka 29,(1) urban 1,(64-100],(01) No Formal Edu 01,(2) Female 2, 341833,(06) Southern 06
(30) Goa 30,(0) rural 0,(17-24],(01) No Formal Edu 01,(2) Female 2,   3205,(05) Western 05
(30) Goa 30,(0) rural 0,(24-34],(01) No Formal Edu 01,(2) Female 2,   8368,(05) Western 05
(30) Goa 30,(0) rural 0,(34-44],(01) No Formal Edu 01,(2) Female 2,  11137,(05) Western 05
(30) Goa 30,(0) rural 0,(44-54],(01) No Formal Edu 01,(2) Female 2,  12534,(05) Western 05
(30) Goa 30,(0) rural 0,(54-64],(01) No Formal Edu 01,(2) Female 2,  14396,(05) Western 05
(30) Goa 30,(0) rural 0,(64-100],(01) No Formal Edu 01,(2) Female 2,  16325,(05) Western 05
(30) Goa 30,(1) urban 1,(17-24],(01) No Formal Edu 01,(2) Female 2,   5635,(05) Western 05
(30) Goa 30,(1) urban 1,(24-34],(01) No Formal Edu 01,(2) Female 2,  13388,(05) Western 05
(30) Goa 30,(1) urban 1,(34-44],(01) No Formal Edu 01,(2) Female 2,  14988,(05) Western 05
(30) Goa 30,(1) urban 1,(44-54],(01) No Formal Edu 01,(2) Female 2,  13853,(05) Western 05
(30) Goa 30,(1) urban 1,(54-64],(01) No Formal Edu 01,(2) Female 2,  14944,(05) Western 05
(30) Goa 30,(1) urban 1,(64-100],(01) No Formal Edu 01,(2) Female 2,  17025,(05) Western 05
(31) Lakshadweep 31,(0) rural 0,(17-24],(01) No Formal Edu 01,(2) Female 2,     86,(06) Southern 06
(31) Lakshadweep 31,(0) rural 0,(24-34],(01) No Formal Edu 01,(2) Female 2,    146,(06) Southern 06
(31) Lakshadweep 31,(0) rural 0,(34-44],(01) No Formal Edu 01,(2) Female 2,    133,(06) Southern 06
(31) Lakshadweep 31,(0) rural 0,(44-54],(01) No Formal Edu 01,(2) Female 2,    132,(06) Southern 06
(31) Lakshadweep 31,(0) rural 0,(54-64],(01) No Formal Edu 01,(2) Female 2,    197,(06) Southern 06
(31) Lakshadweep 31,(0) rural 0,(64-100],(01) No Formal Edu 01,(2) Female 2,    260,(06) Southern 06
(31) Lakshadweep 31,(1) urban 1,(17-24],(01) No Formal Edu 01,(2) Female 2,    132,(06) Southern 06
(31) Lakshadweep 31,(1) urban 1,(24-34],(01) No Formal Edu 01,(2) Female 2,    291,(06) Southern 06
(31) Lakshadweep 31,(1) urban 1,(34-44],(01) No Formal Edu 01,(2) Female 2,    424,(06) Southern 06
(31) Lakshadweep 31,(1) urban 1,(44-54],(01) No Formal Edu 01,(2) Female 2,    617,(06) Southern 06
(31) Lakshadweep 31,(1) urban 1,(54-64],(01) No Formal Edu 01,(2) Female 2,    911,(06) Southern 06
(31) Lakshadweep 31,(1) urban 1,(64-100],(01) No Formal Edu 01,(2) Female 2,   1103,(06) Southern 06
(32) Kerala 32,(0) rural 0,(17-24],(01) No Formal Edu 01,(2) Female 2,  47075,(06) Southern 06
(32) Kerala 32,(0) rural 0,(24-34],(01) No Formal Edu 01,(2) Female 2, 106370,(06) Southern 06
(32) Kerala 32,(0) rural 0,(34-44],(01) No Formal Edu 01,(2) Female 2, 158456,(06) Southern 06
(32) Kerala 32,(0) rural 0,(44-54],(01) No Formal Edu 01,(2) Female 2, 201459,(06) Southern 06
(32) Kerala 32,(0) rural 0,(54-64],(01) No Formal Edu 01,(2) Female 2, 213629,(06) Southern 06
(32) Kerala 32,(0) rural 0,(64-100],(01) No Formal Edu 01,(2) Female 2, 331996,(06) Southern 06
(32) Kerala 32,(1) urban 1,(17-24],(01) No Formal Edu 01,(2) Female 2,  39839,(06) Southern 06
(32) Kerala 32,(1) urban 1,(24-34],(01) No Formal Edu 01,(2) Female 2,  86741,(06) Southern 06
(32) Kerala 32,(1) urban 1,(34-44],(01) No Formal Edu 01,(2) Female 2, 114727,(06) Southern 06
(32) Kerala 32,(1) urban 1,(44-54],(01) No Formal Edu 01,(2) Female 2, 138357,(06) Southern 06
(32) Kerala 32,(1) urban 1,(54-64],(01) No Formal Edu 01,(2) Female 2, 156743,(06) Southern 06
(32) Kerala 32,(1) urban 1,(64-100],(01) No Formal Edu 01,(2) Female 2, 256010,(06) Southern 06
(33) Tamil Nadu 33,(0) rural 0,(17-24],(01) No Formal Edu 01,(2) Female 2, 274414,(06) Southern 06
(33) Tamil Nadu 33,(0) rural 0,(24-34],(01) No Formal Edu 01,(2) Female 2, 837830,(06) Southern 06
(33) Tamil Nadu 33,(0) rural 0,(34-44],(01) No Formal Edu 01,(2) Female 2,1385149,(06) Southern 06
(33) Tamil Nadu 33,(0) rural 0,(44-54],(01) No Formal Edu 01,(2) Female 2,1345665,(06) Southern 06
(33) Tamil Nadu 33,(0) rural 0,(54-64],(01) No Formal Edu 01,(2) Female 2,1171955,(06) Southern 06
(33) Tamil Nadu 33,(0) rural 0,(64-100],(01) No Formal Edu 01,(2) Female 2,1099485,(06) Southern 06
(33) Tamil Nadu 33,(1) urban 1,(17-24],(01) No Formal Edu 01,(2) Female 2, 170829,(06) Southern 06
(33) Tamil Nadu 33,(1) urban 1,(24-34],(01) No Formal Edu 01,(2) Female 2, 467712,(06) Southern 06
(33) Tamil Nadu 33,(1) urban 1,(34-44],(01) No Formal Edu 01,(2) Female 2, 698896,(06) Southern 06
(33) Tamil Nadu 33,(1) urban 1,(44-54],(01) No Formal Edu 01,(2) Female 2, 665658,(06) Southern 06
(33) Tamil Nadu 33,(1) urban 1,(54-64],(01) No Formal Edu 01,(2) Female 2, 588690,(06) Southern 06
(33) Tamil Nadu 33,(1) urban 1,(64-100],(01) No Formal Edu 01,(2) Female 2, 650272,(06) Southern 06
