states,zones,gender,age_cat,religion,education_level,income_level,jati,turnout,alliance_vote
(24) Gujarat 24,(05) Western 05,(2) Female 2,(64-100],(1) Hindu 1,(01) No Formal Edu 01,"(02) ₹60,000 - ₹89,999 02",,0,
(24) Gujarat 24,(05) Western 05,(2) Female 2,(24-34],(1) Hindu 1,(05) Some Graduate or Higher 05,"(03) ₹90,000 - ₹1,19,999 03",(3) Other Backward Castes (OBC) 3,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(54-64],(1) Hindu 1,(02) Primary or Lower 02,"(01) Less than ₹60,000 01",(3) Other Backward Castes (OBC) 3,0,
(24) Gujarat 24,(05) Western 05,(2) Female 2,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(05) ₹2,40,000 - ₹5,99,999 05",(1) Brahmin 1,0,
(24) Gujarat 24,(05) Western 05,(2) Female 2,(54-64],(1) Hindu 1,(02) Primary or Lower 02,"(02) ₹60,000 - ₹89,999 02",(4) Scheduled Castes (SC) 4,0,
(24) Gujarat 24,(05) Western 05,(2) Female 2,(34-44],(1) Hindu 1,(04) Higher Secondary 04,"(02) ₹60,000 - ₹89,999 02",(2) Forward/General (except Brahmin) 2,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(34-44],(1) Hindu 1,(04) Higher Secondary 04,"(03) ₹90,000 - ₹1,19,999 03",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(24-34],(1) Hindu 1,(01) No Formal Edu 01,"(03) ₹90,000 - ₹1,19,999 03",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(24-34],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(24-34],(1) Hindu 1,(02) Primary or Lower 02,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(54-64],(1) Hindu 1,(01) No Formal Edu 01,"(02) ₹60,000 - ₹89,999 02",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(44-54],(1) Hindu 1,(02) Primary or Lower 02,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(54-64],(1) Hindu 1,(02) Primary or Lower 02,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(34-44],(1) Hindu 1,(02) Primary or Lower 02,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(44-54],(1) Hindu 1,(02) Primary or Lower 02,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(34-44],(1) Hindu 1,(02) Primary or Lower 02,"(05) ₹2,40,000 - ₹5,99,999 05",(2) Forward/General (except Brahmin) 2,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(24-34],(1) Hindu 1,(02) Primary or Lower 02,"(03) ₹90,000 - ₹1,19,999 03",(3) Other Backward Castes (OBC) 3,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(24-34],(1) Hindu 1,(02) Primary or Lower 02,"(03) ₹90,000 - ₹1,19,999 03",(3) Other Backward Castes (OBC) 3,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(44-54],(1) Hindu 1,(02) Primary or Lower 02,"(01) Less than ₹60,000 01",(3) Other Backward Castes (OBC) 3,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(17-24],(1) Hindu 1,(02) Primary or Lower 02,"(05) ₹2,40,000 - ₹5,99,999 05",(3) Other Backward Castes (OBC) 3,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(34-44],(1) Hindu 1,(04) Higher Secondary 04,"(05) ₹2,40,000 - ₹5,99,999 05",(2) Forward/General (except Brahmin) 2,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(54-64],(1) Hindu 1,(04) Higher Secondary 04,"(03) ₹90,000 - ₹1,19,999 03",,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(24-34],(1) Hindu 1,(05) Some Graduate or Higher 05,"(05) ₹2,40,000 - ₹5,99,999 05",(2) Forward/General (except Brahmin) 2,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(64-100],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(3) Other Backward Castes (OBC) 3,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(64-100],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(3) Other Backward Castes (OBC) 3,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(44-54],(1) Hindu 1,(02) Primary or Lower 02,"(01) Less than ₹60,000 01",(3) Other Backward Castes (OBC) 3,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(44-54],(1) Hindu 1,(02) Primary or Lower 02,"(03) ₹90,000 - ₹1,19,999 03",(3) Other Backward Castes (OBC) 3,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(64-100],(1) Hindu 1,(02) Primary or Lower 02,"(03) ₹90,000 - ₹1,19,999 03",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(34-44],(1) Hindu 1,(02) Primary or Lower 02,"(03) ₹90,000 - ₹1,19,999 03",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(03) ₹90,000 - ₹1,19,999 03",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(34-44],(1) Hindu 1,(02) Primary or Lower 02,"(05) ₹2,40,000 - ₹5,99,999 05",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(03) ₹90,000 - ₹1,19,999 03",(4) Scheduled Castes (SC) 4,1,UPA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(24-34],(1) Hindu 1,(03) Middle or Secondary 03,"(03) ₹90,000 - ₹1,19,999 03",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(24-34],(1) Hindu 1,(04) Higher Secondary 04,"(05) ₹2,40,000 - ₹5,99,999 05",(4) Scheduled Castes (SC) 4,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(34-44],(1) Hindu 1,(02) Primary or Lower 02,"(05) ₹2,40,000 - ₹5,99,999 05",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(24-34],(1) Hindu 1,(01) No Formal Edu 01,"(03) ₹90,000 - ₹1,19,999 03",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(17-24],(1) Hindu 1,(01) No Formal Edu 01,"(04) ₹1,20,000 - ₹2,39,999 04",(5) Scheduled Tribes (ST) 5,1,OTHER
(24) Gujarat 24,(05) Western 05,(2) Female 2,(24-34],(1) Hindu 1,(02) Primary or Lower 02,"(03) ₹90,000 - ₹1,19,999 03",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(03) ₹90,000 - ₹1,19,999 03",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(24-34],(1) Hindu 1,(02) Primary or Lower 02,"(04) ₹1,20,000 - ₹2,39,999 04",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(54-64],(1) Hindu 1,(01) No Formal Edu 01,"(06) ₹6,00,000 and over 06",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(24-34],(1) Hindu 1,(02) Primary or Lower 02,"(05) ₹2,40,000 - ₹5,99,999 05",(5) Scheduled Tribes (ST) 5,1,OTHER
(24) Gujarat 24,(05) Western 05,(2) Female 2,(34-44],(1) Hindu 1,(02) Primary or Lower 02,"(04) ₹1,20,000 - ₹2,39,999 04",(3) Other Backward Castes (OBC) 3,1,UPA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(17-24],(1) Hindu 1,(01) No Formal Edu 01,"(03) ₹90,000 - ₹1,19,999 03",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(03) ₹90,000 - ₹1,19,999 03",(3) Other Backward Castes (OBC) 3,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(03) ₹90,000 - ₹1,19,999 03",(3) Other Backward Castes (OBC) 3,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(03) ₹90,000 - ₹1,19,999 03",(3) Other Backward Castes (OBC) 3,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(03) ₹90,000 - ₹1,19,999 03",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(03) ₹90,000 - ₹1,19,999 03",(5) Scheduled Tribes (ST) 5,1,OTHER
(24) Gujarat 24,(05) Western 05,(2) Female 2,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(03) ₹90,000 - ₹1,19,999 03",(5) Scheduled Tribes (ST) 5,1,OTHER
(24) Gujarat 24,(05) Western 05,(1) Male 1,(54-64],(1) Hindu 1,(01) No Formal Edu 01,"(03) ₹90,000 - ₹1,19,999 03",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(03) ₹90,000 - ₹1,19,999 03",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(03) ₹90,000 - ₹1,19,999 03",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(44-54],(1) Hindu 1,,"(03) ₹90,000 - ₹1,19,999 03",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(03) ₹90,000 - ₹1,19,999 03",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,UPA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,,
(24) Gujarat 24,(05) Western 05,(1) Male 1,(54-64],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,,
(24) Gujarat 24,(05) Western 05,(1) Male 1,(54-64],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,UPA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(24-34],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,UPA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(64-100],(1) Hindu 1,(01) No Formal Edu 01,"(03) ₹90,000 - ₹1,19,999 03",(4) Scheduled Castes (SC) 4,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(54-64],(1) Hindu 1,(02) Primary or Lower 02,"(03) ₹90,000 - ₹1,19,999 03",(4) Scheduled Castes (SC) 4,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(24-34],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,
(24) Gujarat 24,(05) Western 05,(2) Female 2,(17-24],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,,
(24) Gujarat 24,(05) Western 05,(1) Male 1,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,
(24) Gujarat 24,(05) Western 05,(1) Male 1,(64-100],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(24-34],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,0,
(24) Gujarat 24,(05) Western 05,(1) Male 1,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,UPA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(24-34],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(64-100],(1) Hindu 1,(01) No Formal Edu 01,"(02) ₹60,000 - ₹89,999 02",(5) Scheduled Tribes (ST) 5,1,UPA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(24-34],(1) Hindu 1,(04) Higher Secondary 04,"(02) ₹60,000 - ₹89,999 02",(4) Scheduled Castes (SC) 4,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(24-34],(1) Hindu 1,(04) Higher Secondary 04,"(02) ₹60,000 - ₹89,999 02",(4) Scheduled Castes (SC) 4,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(34-44],(1) Hindu 1,(04) Higher Secondary 04,"(03) ₹90,000 - ₹1,19,999 03",(3) Other Backward Castes (OBC) 3,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(24-34],(1) Hindu 1,(04) Higher Secondary 04,"(03) ₹90,000 - ₹1,19,999 03",(4) Scheduled Castes (SC) 4,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(24-34],(1) Hindu 1,(04) Higher Secondary 04,"(05) ₹2,40,000 - ₹5,99,999 05",(2) Forward/General (except Brahmin) 2,,
(24) Gujarat 24,(05) Western 05,(1) Male 1,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(03) ₹90,000 - ₹1,19,999 03",(3) Other Backward Castes (OBC) 3,1,
(24) Gujarat 24,(05) Western 05,(1) Male 1,(44-54],(1) Hindu 1,(02) Primary or Lower 02,"(03) ₹90,000 - ₹1,19,999 03",(2) Forward/General (except Brahmin) 2,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(24-34],(1) Hindu 1,(01) No Formal Edu 01,"(02) ₹60,000 - ₹89,999 02",(2) Forward/General (except Brahmin) 2,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(17-24],(1) Hindu 1,(04) Higher Secondary 04,"(03) ₹90,000 - ₹1,19,999 03",,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(03) ₹90,000 - ₹1,19,999 03",(2) Forward/General (except Brahmin) 2,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(24-34],(1) Hindu 1,(04) Higher Secondary 04,"(02) ₹60,000 - ₹89,999 02",(2) Forward/General (except Brahmin) 2,1,UPA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(54-64],(1) Hindu 1,(01) No Formal Edu 01,"(03) ₹90,000 - ₹1,19,999 03",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(54-64],(1) Hindu 1,(01) No Formal Edu 01,"(02) ₹60,000 - ₹89,999 02",(4) Scheduled Castes (SC) 4,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(17-24],(1) Hindu 1,(03) Middle or Secondary 03,"(03) ₹90,000 - ₹1,19,999 03",(4) Scheduled Castes (SC) 4,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(17-24],(1) Hindu 1,(01) No Formal Edu 01,"(02) ₹60,000 - ₹89,999 02",(3) Other Backward Castes (OBC) 3,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(54-64],(1) Hindu 1,(03) Middle or Secondary 03,"(03) ₹90,000 - ₹1,19,999 03",(3) Other Backward Castes (OBC) 3,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(34-44],(1) Hindu 1,(02) Primary or Lower 02,"(02) ₹60,000 - ₹89,999 02",(4) Scheduled Castes (SC) 4,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(54-64],(1) Hindu 1,(02) Primary or Lower 02,"(02) ₹60,000 - ₹89,999 02",(3) Other Backward Castes (OBC) 3,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(44-54],(1) Hindu 1,(02) Primary or Lower 02,"(02) ₹60,000 - ₹89,999 02",(2) Forward/General (except Brahmin) 2,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(24-34],(1) Hindu 1,(03) Middle or Secondary 03,"(02) ₹60,000 - ₹89,999 02",(4) Scheduled Castes (SC) 4,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(24-34],(1) Hindu 1,(03) Middle or Secondary 03,"(03) ₹90,000 - ₹1,19,999 03",(2) Forward/General (except Brahmin) 2,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(24-34],(1) Hindu 1,(03) Middle or Secondary 03,"(02) ₹60,000 - ₹89,999 02",(3) Other Backward Castes (OBC) 3,1,
(24) Gujarat 24,(05) Western 05,(2) Female 2,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(3) Other Backward Castes (OBC) 3,1,UPA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(24-34],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(54-64],(1) Hindu 1,(01) No Formal Edu 01,"(02) ₹60,000 - ₹89,999 02",,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(02) ₹60,000 - ₹89,999 02",(5) Scheduled Tribes (ST) 5,1,OTHER
(24) Gujarat 24,(05) Western 05,(1) Male 1,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(03) ₹90,000 - ₹1,19,999 03",,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(03) ₹90,000 - ₹1,19,999 03",(2) Forward/General (except Brahmin) 2,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(24-34],(1) Hindu 1,(02) Primary or Lower 02,"(03) ₹90,000 - ₹1,19,999 03",(3) Other Backward Castes (OBC) 3,,
(24) Gujarat 24,(05) Western 05,(2) Female 2,(54-64],(1) Hindu 1,(01) No Formal Edu 01,"(03) ₹90,000 - ₹1,19,999 03",(1) Brahmin 1,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(3) Other Backward Castes (OBC) 3,0,
(24) Gujarat 24,(05) Western 05,(2) Female 2,(54-64],(1) Hindu 1,(01) No Formal Edu 01,"(02) ₹60,000 - ₹89,999 02",(2) Forward/General (except Brahmin) 2,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(24-34],(1) Hindu 1,(01) No Formal Edu 01,"(03) ₹90,000 - ₹1,19,999 03",(3) Other Backward Castes (OBC) 3,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(02) ₹60,000 - ₹89,999 02",(4) Scheduled Castes (SC) 4,1,UPA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(24-34],(1) Hindu 1,(02) Primary or Lower 02,"(03) ₹90,000 - ₹1,19,999 03",,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(34-44],(1) Hindu 1,(01) No Formal Edu 01,"(02) ₹60,000 - ₹89,999 02",(2) Forward/General (except Brahmin) 2,,
(24) Gujarat 24,(05) Western 05,(2) Female 2,(34-44],(1) Hindu 1,(02) Primary or Lower 02,"(03) ₹90,000 - ₹1,19,999 03",(2) Forward/General (except Brahmin) 2,1,
(24) Gujarat 24,(05) Western 05,(2) Female 2,(54-64],(1) Hindu 1,(01) No Formal Edu 01,"(02) ₹60,000 - ₹89,999 02",(2) Forward/General (except Brahmin) 2,0,
(24) Gujarat 24,(05) Western 05,(1) Male 1,(44-54],(1) Hindu 1,(01) No Formal Edu 01,"(02) ₹60,000 - ₹89,999 02",(1) Brahmin 1,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(34-44],(2) Muslim 2,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(2) Forward/General (except Brahmin) 2,1,UPA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(24-34],(2) Muslim 2,(01) No Formal Edu 01,"(03) ₹90,000 - ₹1,19,999 03",(2) Forward/General (except Brahmin) 2,0,
(24) Gujarat 24,(05) Western 05,(1) Male 1,(44-54],(2) Muslim 2,(01) No Formal Edu 01,"(02) ₹60,000 - ₹89,999 02",(3) Other Backward Castes (OBC) 3,1,UPA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(17-24],(2) Muslim 2,(02) Primary or Lower 02,"(02) ₹60,000 - ₹89,999 02",(3) Other Backward Castes (OBC) 3,1,UPA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(17-24],(2) Muslim 2,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(3) Other Backward Castes (OBC) 3,1,UPA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(54-64],(2) Muslim 2,(01) No Formal Edu 01,"(03) ₹90,000 - ₹1,19,999 03",(2) Forward/General (except Brahmin) 2,1,UPA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(34-44],(2) Muslim 2,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(2) Forward/General (except Brahmin) 2,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(34-44],(2) Muslim 2,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(5) Scheduled Tribes (ST) 5,1,UPA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(24-34],(2) Muslim 2,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(3) Other Backward Castes (OBC) 3,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(34-44],(2) Muslim 2,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(3) Other Backward Castes (OBC) 3,1,UPA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(17-24],(2) Muslim 2,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(3) Other Backward Castes (OBC) 3,1,UPA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(24-34],(2) Muslim 2,(01) No Formal Edu 01,"(01) Less than ₹60,000 01",(3) Other Backward Castes (OBC) 3,1,UPA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(44-54],(2) Muslim 2,(02) Primary or Lower 02,"(01) Less than ₹60,000 01",(3) Other Backward Castes (OBC) 3,1,UPA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(17-24],(2) Muslim 2,(01) No Formal Edu 01,"(02) ₹60,000 - ₹89,999 02",(3) Other Backward Castes (OBC) 3,1,UPA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(24-34],(2) Muslim 2,(02) Primary or Lower 02,"(02) ₹60,000 - ₹89,999 02",(3) Other Backward Castes (OBC) 3,1,NDA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(24-34],(2) Muslim 2,(02) Primary or Lower 02,"(01) Less than ₹60,000 01",(4) Scheduled Castes (SC) 4,1,NDA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(34-44],(2) Muslim 2,(04) Higher Secondary 04,"(05) ₹2,40,000 - ₹5,99,999 05",(2) Forward/General (except Brahmin) 2,1,UPA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(34-44],(2) Muslim 2,(02) Primary or Lower 02,"(04) ₹1,20,000 - ₹2,39,999 04",(2) Forward/General (except Brahmin) 2,0,
(24) Gujarat 24,(05) Western 05,(1) Male 1,(44-54],(2) Muslim 2,(05) Some Graduate or Higher 05,"(03) ₹90,000 - ₹1,19,999 03",(2) Forward/General (except Brahmin) 2,1,UPA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(34-44],(2) Muslim 2,(05) Some Graduate or Higher 05,"(03) ₹90,000 - ₹1,19,999 03",(2) Forward/General (except Brahmin) 2,1,
(24) Gujarat 24,(05) Western 05,(2) Female 2,(34-44],(2) Muslim 2,(04) Higher Secondary 04,"(03) ₹90,000 - ₹1,19,999 03",(2) Forward/General (except Brahmin) 2,1,UPA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(34-44],(2) Muslim 2,(01) No Formal Edu 01,"(05) ₹2,40,000 - ₹5,99,999 05",(2) Forward/General (except Brahmin) 2,1,UPA
(24) Gujarat 24,(05) Western 05,(1) Male 1,(44-54],(2) Muslim 2,(02) Primary or Lower 02,"(03) ₹90,000 - ₹1,19,999 03",(3) Other Backward Castes (OBC) 3,1,UPA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(24-34],(2) Muslim 2,(01) No Formal Edu 01,"(03) ₹90,000 - ₹1,19,999 03",(2) Forward/General (except Brahmin) 2,1,UPA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(34-44],(2) Muslim 2,(01) No Formal Edu 01,"(03) ₹90,000 - ₹1,19,999 03",(3) Other Backward Castes (OBC) 3,1,UPA
(24) Gujarat 24,(05) Western 05,(2) Female 2,(44-54],(2) Muslim 2,(02) Primary or Lower 02,"(03) ₹90,000 - ₹1,19,999 03",(3) Other Backward Castes (OBC) 3,1,
